month,state,city,operator,revenue_crore,ARPU,data_revenue_perc,voice_revenue_perc
2024-03,Delhi,Vasant Kunj,BSNL,1.48,99.58,79.73,33.31
2024-03,Delhi,Vasant Kunj,MTNL,0.58,85.35,71.33,17.22
2024-03,Odisha,Bhubaneswar,Jio,3.27,172.69,65.07,25.91
2024-03,Odisha,Bhubaneswar,Airtel,3.24,202.16,64.58,32.75
2024-03,Odisha,Bhubaneswar,Vi,1.94,149.18,64.75,26.56
2024-03,Odisha,Bhubaneswar,BSNL,0.69,83.59,76.09,31.18
2024-03,Odisha,Bhubaneswar,MTNL,0.19,99.2,70.91,34.19
2024-03,Odisha,Cuttack,Jio,5.13,189.45,62.61,31.92
2024-03,Odisha,Cuttack,Airtel,4.49,216.55,72.77,24.61
2024-03,Odisha,Cuttack,Vi,2.19,160.6,65.44,34.03
2024-03,Odisha,Cuttack,BSNL,0.19,76.48,67.35,31.97
2024-03,Odisha,Cuttack,MTNL,0.27,87.44,68.67,20.82
2024-03,Odisha,Rourkela,Jio,1.52,178.57,68.41,24.0
2024-03,Odisha,Rourkela,Airtel,4.78,203.68,75.46,25.5
2024-03,Odisha,Rourkela,Vi,0.89,155.65,71.23,34.07
2024-03,Odisha,Rourkela,BSNL,0.31,101.95,56.33,34.22
2024-03,Odisha,Rourkela,MTNL,0.23,86.0,56.87,31.87
2024-03,Odisha,Brahmapur,Jio,3.56,173.54,56.42,18.13
2024-03,Odisha,Brahmapur,Airtel,1.44,210.36,59.89,17.72
2024-03,Odisha,Brahmapur,Vi,1.99,141.22,66.25,32.18
2024-03,Odisha,Brahmapur,BSNL,0.23,85.75,72.39,15.78
2024-03,Odisha,Brahmapur,MTNL,0.14,96.58,71.77,32.85
2024-03,Odisha,Sambalpur,Jio,3.59,198.67,68.32,15.77
2024-03,Odisha,Sambalpur,Airtel,5.06,218.1,65.96,30.87
2024-03,Odisha,Sambalpur,Vi,1.98,163.92,73.97,19.3
2024-03,Odisha,Sambalpur,BSNL,0.34,97.54,72.81,15.07
2024-03,Odisha,Sambalpur,MTNL,0.37,107.56,72.07,16.89
2024-03,Odisha,Puri,Jio,4.94,194.75,72.2,34.52
2024-03,Odisha,Puri,Airtel,3.71,197.79,68.12,17.91
2024-03,Odisha,Puri,Vi,1.95,159.75,59.12,30.87
2024-03,Odisha,Puri,BSNL,0.52,77.79,74.96,17.92
2024-03,Odisha,Puri,MTNL,0.22,97.15,70.18,23.48
2024-03,Odisha,Balasore,Jio,2.19,177.53,76.62,18.13
2024-03,Odisha,Balasore,Airtel,1.54,198.69,56.85,15.29
2024-03,Odisha,Balasore,Vi,0.82,144.81,61.74,17.48
2024-03,Odisha,Balasore,BSNL,0.49,77.82,72.97,27.6
2024-03,Odisha,Balasore,MTNL,0.22,96.7,70.85,33.04
2024-03,Odisha,Bhadrak,Jio,1.56,188.82,69.26,25.48
2024-03,Odisha,Bhadrak,Airtel,3.39,208.56,71.82,15.75
2024-03,Odisha,Bhadrak,Vi,1.92,154.41,68.27,16.36
2024-03,Odisha,Bhadrak,BSNL,0.9,98.25,76.3,22.25
2024-03,Odisha,Bhadrak,MTNL,0.27,96.04,72.89,28.32
2024-03,Odisha,Baripada,Jio,4.35,175.97,76.23,23.09
2024-03,Odisha,Baripada,Airtel,3.37,198.93,63.93,29.83
2024-03,Odisha,Baripada,Vi,0.96,149.47,76.69,27.32
2024-03,Odisha,Baripada,BSNL,0.57,77.58,73.82,19.7
2024-03,Odisha,Baripada,MTNL,0.23,109.03,78.51,20.87
2024-03,Odisha,Jharsuguda,Jio,3.36,188.28,79.8,23.17
2024-03,Odisha,Jharsuguda,Airtel,4.21,200.38,56.05,32.7
2024-03,Odisha,Jharsuguda,Vi,1.4,143.32,72.84,21.73
2024-03,Odisha,Jharsuguda,BSNL,0.67,100.34,64.88,21.51
2024-03,Odisha,Jharsuguda,MTNL,0.24,83.36,64.1,21.41
2024-03,Assam,Guwahati,Jio,2.21,198.5,76.91,34.5
2024-03,Assam,Guwahati,Airtel,1.22,219.68,76.72,19.27
2024-03,Assam,Guwahati,Vi,1.89,150.6,65.12,28.1
2024-03,Assam,Guwahati,BSNL,0.37,84.32,69.94,33.97
2024-03,Assam,Guwahati,MTNL,0.13,88.47,55.66,19.04
2024-03,Assam,Silchar,Jio,1.29,177.87,69.09,17.54
2024-03,Assam,Silchar,Airtel,1.73,210.33,78.39,21.14
2024-03,Assam,Silchar,Vi,1.58,142.79,65.05,31.4
2024-03,Assam,Silchar,BSNL,0.44,84.37,66.13,26.16
2024-03,Assam,Silchar,MTNL,0.2,92.05,71.98,23.29
2024-03,Assam,Dibrugarh,Jio,3.67,190.53,73.72,24.42
2024-03,Assam,Dibrugarh,Airtel,3.34,195.11,77.73,28.05
2024-03,Assam,Dibrugarh,Vi,1.31,155.74,71.02,34.97
2024-03,Assam,Dibrugarh,BSNL,0.17,76.86,79.1,23.81
2024-03,Assam,Dibrugarh,MTNL,0.28,98.37,73.55,27.94
2024-03,Assam,Jorhat,Jio,3.08,184.16,73.24,32.02
2024-03,Assam,Jorhat,Airtel,1.91,198.82,64.94,28.31
2024-03,Assam,Jorhat,Vi,0.82,151.87,55.83,31.85
2024-03,Assam,Jorhat,BSNL,0.37,87.57,68.27,17.46
2024-03,Assam,Jorhat,MTNL,0.26,91.92,73.4,30.44
2024-03,Assam,Nagaon,Jio,2.37,184.02,75.79,18.47
2024-03,Assam,Nagaon,Airtel,4.17,216.75,62.15,18.96
2024-03,Assam,Nagaon,Vi,0.81,155.38,76.77,19.89
2024-03,Assam,Nagaon,BSNL,0.65,84.42,60.14,32.7
2024-03,Assam,Nagaon,MTNL,0.28,86.29,62.94,19.92
2024-03,Assam,Tinsukia,Jio,2.38,184.32,60.04,21.77
2024-03,Assam,Tinsukia,Airtel,3.97,216.4,75.52,30.14
2024-03,Assam,Tinsukia,Vi,1.01,140.16,59.22,16.47
2024-03,Assam,Tinsukia,BSNL,0.69,97.08,75.37,32.81
2024-03,Assam,Tinsukia,MTNL,0.34,97.7,67.09,32.67
2024-03,Assam,Tezpur,Jio,1.54,173.39,69.76,17.48
2024-03,Assam,Tezpur,Airtel,1.64,197.26,74.69,33.55
2024-03,Assam,Tezpur,Vi,1.85,150.0,75.24,19.52
2024-03,Assam,Tezpur,BSNL,0.77,92.58,76.22,22.27
2024-03,Assam,Tezpur,MTNL,0.27,89.19,68.73,18.27
2024-03,Assam,Bongaigaon,Jio,3.29,179.83,58.83,28.97
2024-03,Assam,Bongaigaon,Airtel,2.06,216.3,64.95,33.71
2024-03,Assam,Bongaigaon,Vi,1.72,162.48,67.91,19.26
2024-03,Assam,Bongaigaon,BSNL,0.65,92.74,55.1,17.28
2024-03,Assam,Bongaigaon,MTNL,0.19,94.23,79.56,16.84
2024-03,Assam,Dhubri,Jio,3.79,179.71,70.31,26.23
2024-03,Assam,Dhubri,Airtel,1.28,217.24,78.69,18.83
2024-03,Assam,Dhubri,Vi,0.91,142.46,72.56,19.63
2024-03,Assam,Dhubri,BSNL,0.19,76.5,61.41,17.71
2024-03,Assam,Dhubri,MTNL,0.12,91.17,63.61,23.89
2024-03,Assam,Diphu,Jio,1.98,192.28,66.88,31.31
2024-03,Assam,Diphu,Airtel,3.15,224.59,65.81,27.63
2024-03,Assam,Diphu,Vi,0.73,154.59,66.49,34.58
2024-03,Assam,Diphu,BSNL,0.37,94.21,78.68,22.77
2024-03,Assam,Diphu,MTNL,0.23,91.7,69.22,20.81
2024-03,Jharkhand,Ranchi,Jio,2.25,184.01,73.44,17.45
2024-03,Jharkhand,Ranchi,Airtel,1.69,217.51,62.65,21.67
2024-03,Jharkhand,Ranchi,Vi,1.48,169.71,74.44,26.11
2024-03,Jharkhand,Ranchi,BSNL,0.34,104.49,70.12,30.95
2024-03,Jharkhand,Ranchi,MTNL,0.32,98.86,70.02,31.53
2024-03,Jharkhand,Jamshedpur,Jio,1.92,175.27,66.1,32.03
2024-03,Jharkhand,Jamshedpur,Airtel,3.14,207.8,64.9,31.11
2024-03,Jharkhand,Jamshedpur,Vi,1.28,146.01,69.45,23.06
2024-03,Jharkhand,Jamshedpur,BSNL,0.22,96.15,76.04,21.96
2024-03,Jharkhand,Jamshedpur,MTNL,0.17,103.79,59.7,22.79
2024-03,Jharkhand,Dhanbad,Jio,3.69,193.92,65.03,33.76
2024-03,Jharkhand,Dhanbad,Airtel,2.23,207.26,58.62,16.41
2024-03,Jharkhand,Dhanbad,Vi,0.6,150.5,66.57,32.2
2024-03,Jharkhand,Dhanbad,BSNL,0.46,89.28,61.34,18.33
2024-03,Jharkhand,Dhanbad,MTNL,0.21,86.67,69.79,19.4
2024-03,Jharkhand,Bokaro,Jio,3.02,181.97,74.01,21.4
2024-03,Jharkhand,Bokaro,Airtel,3.4,203.14,67.85,32.13
2024-03,Jharkhand,Bokaro,Vi,1.53,146.33,59.05,26.7
2024-03,Jharkhand,Bokaro,BSNL,0.23,83.51,70.42,25.14
2024-03,Jharkhand,Bokaro,MTNL,0.23,94.58,64.31,28.4
2024-03,Jharkhand,Deoghar,Jio,3.35,173.93,69.5,24.73
2024-03,Jharkhand,Deoghar,Airtel,1.92,198.83,62.38,19.68
2024-03,Jharkhand,Deoghar,Vi,1.99,168.63,68.65,19.11
2024-03,Jharkhand,Deoghar,BSNL,0.7,102.33,55.97,24.81
2024-03,Jharkhand,Deoghar,MTNL,0.1,98.15,56.25,24.27
2024-03,Jharkhand,Phusro,Jio,1.19,170.06,59.13,33.2
2024-03,Jharkhand,Phusro,Airtel,2.69,217.99,66.98,28.72
2024-03,Jharkhand,Phusro,Vi,0.58,154.23,73.47,16.15
2024-03,Jharkhand,Phusro,BSNL,0.67,89.58,57.93,29.13
2024-03,Jharkhand,Phusro,MTNL,0.28,81.39,72.05,34.38
2024-03,Jharkhand,Hazaribagh,Jio,2.01,190.05,78.16,27.53
2024-03,Jharkhand,Hazaribagh,Airtel,2.55,212.28,62.11,25.6
2024-03,Jharkhand,Hazaribagh,Vi,1.69,150.98,55.72,25.6
2024-03,Jharkhand,Hazaribagh,BSNL,0.23,100.1,62.06,16.03
2024-03,Jharkhand,Hazaribagh,MTNL,0.17,97.85,78.99,27.33
2024-03,Jharkhand,Giridih,Jio,4.29,186.85,60.59,26.24
2024-03,Jharkhand,Giridih,Airtel,1.38,211.28,78.3,29.0
2024-03,Jharkhand,Giridih,Vi,2.07,166.64,66.99,31.07
2024-03,Jharkhand,Giridih,BSNL,0.76,92.33,61.18,15.28
2024-03,Jharkhand,Giridih,MTNL,0.1,85.58,65.92,16.55
2024-03,Jharkhand,Ramgarh,Jio,1.39,176.61,67.17,20.34
2024-03,Jharkhand,Ramgarh,Airtel,1.39,209.13,67.92,17.6
2024-03,Jharkhand,Ramgarh,Vi,0.87,142.98,76.86,30.77
2024-03,Jharkhand,Ramgarh,BSNL,0.52,103.77,62.81,34.42
2024-03,Jharkhand,Ramgarh,MTNL,0.08,91.45,75.5,18.38
2024-03,Jharkhand,Medininagar,Jio,1.23,191.54,57.77,24.67
2024-03,Jharkhand,Medininagar,Airtel,3.79,197.04,73.75,21.56
2024-03,Jharkhand,Medininagar,Vi,1.57,157.93,73.88,22.91
2024-03,Jharkhand,Medininagar,BSNL,0.82,101.96,59.89,33.22
2024-03,Jharkhand,Medininagar,MTNL,0.33,101.38,65.62,28.22
2024-03,Uttarakhand,Dehradun,Jio,2.52,177.06,69.54,24.62
2024-03,Uttarakhand,Dehradun,Airtel,2.15,215.78,74.13,32.17
2024-03,Uttarakhand,Dehradun,Vi,0.71,164.02,79.4,27.99
2024-03,Uttarakhand,Dehradun,BSNL,0.14,84.7,79.7,26.98
2024-03,Uttarakhand,Dehradun,MTNL,0.13,86.83,64.94,34.03
2024-03,Uttarakhand,Haridwar,Jio,1.98,184.78,74.86,22.82
2024-03,Uttarakhand,Haridwar,Airtel,2.49,200.9,77.75,15.91
2024-03,Uttarakhand,Haridwar,Vi,0.86,165.8,62.23,15.78
2024-03,Uttarakhand,Haridwar,BSNL,0.24,81.17,56.77,18.78
2024-03,Uttarakhand,Haridwar,MTNL,0.2,102.11,74.25,18.31
2024-03,Uttarakhand,Roorkee,Jio,1.8,171.29,63.57,30.53
2024-03,Uttarakhand,Roorkee,Airtel,3.0,211.16,56.53,22.27
2024-03,Uttarakhand,Roorkee,Vi,0.47,152.16,69.58,15.8
2024-03,Uttarakhand,Roorkee,BSNL,0.16,96.38,76.84,16.3
2024-03,Uttarakhand,Roorkee,MTNL,0.09,93.69,58.33,29.42
2024-03,Uttarakhand,Haldwani,Jio,2.72,193.23,65.1,34.82
2024-03,Uttarakhand,Haldwani,Airtel,1.34,205.2,79.91,34.55
2024-03,Uttarakhand,Haldwani,Vi,0.58,157.76,60.96,25.42
2024-03,Uttarakhand,Haldwani,BSNL,0.18,98.28,72.19,17.06
2024-03,Uttarakhand,Haldwani,MTNL,0.17,105.32,79.74,30.06
2024-03,Uttarakhand,Rudrapur,Jio,1.15,184.92,68.56,17.29
2024-03,Uttarakhand,Rudrapur,Airtel,1.41,222.15,76.63,21.08
2024-03,Uttarakhand,Rudrapur,Vi,0.63,146.66,72.69,25.5
2024-03,Uttarakhand,Rudrapur,BSNL,0.17,78.22,64.46,21.77
2024-03,Uttarakhand,Rudrapur,MTNL,0.18,105.55,59.67,15.57
2024-03,Uttarakhand,Kashipur,Jio,2.35,173.07,76.18,30.65
2024-03,Uttarakhand,Kashipur,Airtel,1.46,218.7,79.73,16.73
2024-03,Uttarakhand,Kashipur,Vi,0.48,164.63,61.69,24.91
2024-03,Uttarakhand,Kashipur,BSNL,0.25,76.6,63.75,27.94
2024-03,Uttarakhand,Kashipur,MTNL,0.08,101.54,55.95,30.52
2024-03,Uttarakhand,Rishikesh,Jio,2.12,185.84,79.52,23.75
2024-03,Uttarakhand,Rishikesh,Airtel,2.29,200.89,75.39,25.05
2024-03,Uttarakhand,Rishikesh,Vi,0.92,160.75,65.18,15.69
2024-03,Uttarakhand,Rishikesh,BSNL,0.29,80.21,64.91,31.86
2024-03,Uttarakhand,Rishikesh,MTNL,0.06,83.25,57.18,28.56
2024-03,Uttarakhand,Pithoragarh,Jio,2.38,187.83,58.92,25.33
2024-03,Uttarakhand,Pithoragarh,Airtel,2.5,218.03,65.97,17.07
2024-03,Uttarakhand,Pithoragarh,Vi,0.96,166.12,77.24,23.77
2024-03,Uttarakhand,Pithoragarh,BSNL,0.24,82.11,65.45,27.28
2024-03,Uttarakhand,Pithoragarh,MTNL,0.11,103.07,59.69,19.05
2024-03,Uttarakhand,Ramnagar,Jio,1.29,198.03,63.64,24.72
2024-03,Uttarakhand,Ramnagar,Airtel,2.84,211.69,57.82,17.16
2024-03,Uttarakhand,Ramnagar,Vi,0.75,149.49,64.34,22.84
2024-03,Uttarakhand,Ramnagar,BSNL,0.53,100.54,75.14,30.11
2024-03,Uttarakhand,Ramnagar,MTNL,0.07,81.21,73.3,26.9
2024-03,Uttarakhand,Mussoorie,Jio,2.62,190.22,77.78,27.7
2024-03,Uttarakhand,Mussoorie,Airtel,0.95,203.27,65.8,29.2
2024-03,Uttarakhand,Mussoorie,Vi,0.45,148.46,79.97,23.38
2024-03,Uttarakhand,Mussoorie,BSNL,0.18,81.49,76.57,31.39
2024-03,Uttarakhand,Mussoorie,MTNL,0.16,98.4,78.79,19.57
2024-03,Himachal Pradesh,Shimla,Jio,0.69,182.46,65.46,22.68
2024-03,Himachal Pradesh,Shimla,Airtel,1.39,223.48,75.87,30.33
2024-03,Himachal Pradesh,Shimla,Vi,1.01,144.42,70.77,26.93
2024-03,Himachal Pradesh,Shimla,BSNL,0.28,75.35,56.39,18.71
2024-03,Himachal Pradesh,Shimla,MTNL,0.09,82.96,74.89,29.15
2024-03,Himachal Pradesh,Dharamshala,Jio,2.06,173.2,66.52,15.65
2024-03,Himachal Pradesh,Dharamshala,Airtel,2.03,201.71,73.33,18.77
2024-03,Himachal Pradesh,Dharamshala,Vi,0.48,141.14,74.87,33.77
2024-03,Himachal Pradesh,Dharamshala,BSNL,0.14,92.19,67.55,34.98
2024-03,Himachal Pradesh,Dharamshala,MTNL,0.22,108.16,72.49,23.52
2024-03,Himachal Pradesh,Solan,Jio,2.54,196.79,58.61,30.51
2024-03,Himachal Pradesh,Solan,Airtel,2.47,222.58,72.67,25.75
2024-03,Himachal Pradesh,Solan,Vi,0.75,163.3,63.03,20.18
2024-03,Himachal Pradesh,Solan,BSNL,0.26,91.22,68.11,20.21
2024-03,Himachal Pradesh,Solan,MTNL,0.15,97.72,75.17,26.8
2024-03,Himachal Pradesh,Mandi,Jio,1.02,192.68,58.03,18.59
2024-03,Himachal Pradesh,Mandi,Airtel,1.76,220.39,66.38,30.24
2024-03,Himachal Pradesh,Mandi,Vi,0.26,143.72,62.77,19.98
2024-03,Himachal Pradesh,Mandi,BSNL,0.4,84.22,69.19,26.78
2024-03,Himachal Pradesh,Mandi,MTNL,0.11,99.67,79.47,34.47
2024-03,Himachal Pradesh,Baddi,Jio,1.1,193.08,77.0,17.02
2024-03,Himachal Pradesh,Baddi,Airtel,1.52,213.9,55.98,33.08
2024-03,Himachal Pradesh,Baddi,Vi,1.13,168.83,59.81,21.66
2024-03,Himachal Pradesh,Baddi,BSNL,0.16,103.67,69.58,24.71
2024-03,Himachal Pradesh,Baddi,MTNL,0.15,84.56,58.35,26.85
2024-03,Himachal Pradesh,Nahan,Jio,1.42,179.55,60.28,27.49
2024-03,Himachal Pradesh,Nahan,Airtel,2.36,224.66,72.08,30.13
2024-03,Himachal Pradesh,Nahan,Vi,0.72,165.18,69.18,32.91
2024-03,Himachal Pradesh,Nahan,BSNL,0.16,95.88,74.49,15.45
2024-03,Himachal Pradesh,Nahan,MTNL,0.18,105.43,75.77,15.47
2024-03,Himachal Pradesh,Palampur,Jio,1.98,199.17,75.0,26.33
2024-03,Himachal Pradesh,Palampur,Airtel,1.16,205.19,56.75,25.85
2024-03,Himachal Pradesh,Palampur,Vi,0.7,144.31,70.62,23.84
2024-03,Himachal Pradesh,Palampur,BSNL,0.22,79.69,76.97,24.16
2024-03,Himachal Pradesh,Palampur,MTNL,0.13,90.28,70.47,16.81
2024-03,Himachal Pradesh,Sundarnagar,Jio,1.54,177.09,64.16,21.4
2024-03,Himachal Pradesh,Sundarnagar,Airtel,1.17,208.37,63.69,30.47
2024-03,Himachal Pradesh,Sundarnagar,Vi,1.01,155.31,78.71,33.44
2024-03,Himachal Pradesh,Sundarnagar,BSNL,0.24,82.61,68.38,32.04
2024-03,Himachal Pradesh,Sundarnagar,MTNL,0.09,96.77,68.69,15.89
2024-03,Himachal Pradesh,Chamba,Jio,1.84,195.02,71.29,19.02
2024-03,Himachal Pradesh,Chamba,Airtel,1.65,211.74,70.49,31.95
2024-03,Himachal Pradesh,Chamba,Vi,0.77,162.94,77.34,22.17
2024-03,Himachal Pradesh,Chamba,BSNL,0.32,89.78,66.02,22.23
2024-03,Himachal Pradesh,Chamba,MTNL,0.12,83.37,59.82,17.77
2024-03,Himachal Pradesh,Una,Jio,1.88,175.46,58.46,34.52
2024-03,Himachal Pradesh,Una,Airtel,1.42,217.76,69.83,15.15
2024-03,Himachal Pradesh,Una,Vi,0.54,165.34,56.8,30.16
2024-03,Himachal Pradesh,Una,BSNL,0.28,84.89,76.1,30.52
2024-03,Himachal Pradesh,Una,MTNL,0.16,90.11,64.72,25.0
2024-03,Jammu & Kashmir,Srinagar,Jio,0.8,188.37,69.93,26.55
2024-03,Jammu & Kashmir,Srinagar,Airtel,1.37,221.2,61.05,24.53
2024-03,Jammu & Kashmir,Srinagar,Vi,0.78,160.62,58.46,21.96
2024-03,Jammu & Kashmir,Srinagar,BSNL,0.3,76.91,77.07,15.91
2024-03,Jammu & Kashmir,Srinagar,MTNL,0.13,95.76,65.97,25.05
2024-03,Jammu & Kashmir,Jammu,Jio,1.64,191.31,77.99,25.82
2024-03,Jammu & Kashmir,Jammu,Airtel,2.28,197.15,58.67,30.69
2024-03,Jammu & Kashmir,Jammu,Vi,0.9,155.81,67.84,16.18
2024-03,Jammu & Kashmir,Jammu,BSNL,0.3,86.25,70.72,34.46
2024-03,Jammu & Kashmir,Jammu,MTNL,0.09,98.19,56.09,30.77
2024-03,Jammu & Kashmir,Anantnag,Jio,1.96,196.68,67.06,32.22
2024-03,Jammu & Kashmir,Anantnag,Airtel,1.33,202.21,67.69,15.99
2024-03,Jammu & Kashmir,Anantnag,Vi,0.45,160.66,63.33,23.29
2024-03,Jammu & Kashmir,Anantnag,BSNL,0.14,94.16,63.52,20.49
2024-03,Jammu & Kashmir,Anantnag,MTNL,0.12,80.05,60.9,18.33
2024-03,Jammu & Kashmir,Baramulla,Jio,0.76,193.94,77.51,28.74
2024-03,Jammu & Kashmir,Baramulla,Airtel,1.23,200.15,78.75,27.38
2024-03,Jammu & Kashmir,Baramulla,Vi,0.84,158.26,66.57,18.35
2024-03,Jammu & Kashmir,Baramulla,BSNL,0.29,79.53,77.1,21.0
2024-03,Jammu & Kashmir,Baramulla,MTNL,0.19,95.1,61.43,22.8
2024-03,Jammu & Kashmir,Sopore,Jio,0.7,180.91,67.74,19.17
2024-03,Jammu & Kashmir,Sopore,Airtel,1.87,198.86,74.14,32.78
2024-03,Jammu & Kashmir,Sopore,Vi,1.09,168.02,58.06,19.47
2024-03,Jammu & Kashmir,Sopore,BSNL,0.19,78.67,58.1,28.07
2024-03,Jammu & Kashmir,Sopore,MTNL,0.08,101.5,70.54,15.46
2024-03,Jammu & Kashmir,Kathua,Jio,1.19,183.03,79.96,33.46
2024-03,Jammu & Kashmir,Kathua,Airtel,2.24,199.43,65.47,26.53
2024-03,Jammu & Kashmir,Kathua,Vi,0.89,156.01,63.37,16.39
2024-03,Jammu & Kashmir,Kathua,BSNL,0.28,87.53,68.87,30.85
2024-03,Jammu & Kashmir,Kathua,MTNL,0.16,81.33,79.76,16.98
2024-03,Jammu & Kashmir,Udhampur,Jio,1.75,180.32,64.33,24.75
2024-03,Jammu & Kashmir,Udhampur,Airtel,1.93,204.78,64.1,23.6
2024-03,Jammu & Kashmir,Udhampur,Vi,1.11,157.28,71.05,16.94
2024-03,Jammu & Kashmir,Udhampur,BSNL,0.23,84.57,73.5,23.94
2024-03,Jammu & Kashmir,Udhampur,MTNL,0.18,99.77,57.61,30.31
2024-03,Jammu & Kashmir,Punch,Jio,2.33,192.37,78.9,21.19
2024-03,Jammu & Kashmir,Punch,Airtel,1.12,207.87,63.18,21.6
2024-03,Jammu & Kashmir,Punch,Vi,0.36,166.09,60.07,27.21
2024-03,Jammu & Kashmir,Punch,BSNL,0.36,97.96,56.16,24.08
2024-03,Jammu & Kashmir,Punch,MTNL,0.17,85.53,79.97,16.02
2024-03,Jammu & Kashmir,Rajouri,Jio,2.29,190.03,63.12,28.87
2024-03,Jammu & Kashmir,Rajouri,Airtel,0.83,200.63,78.13,27.85
2024-03,Jammu & Kashmir,Rajouri,Vi,0.77,164.51,58.87,22.53
2024-03,Jammu & Kashmir,Rajouri,BSNL,0.13,101.45,60.18,20.07
2024-03,Jammu & Kashmir,Rajouri,MTNL,0.06,87.89,76.21,18.19
2024-03,Jammu & Kashmir,Leh,Jio,1.41,194.89,66.43,24.26
2024-03,Jammu & Kashmir,Leh,Airtel,2.07,216.39,71.02,30.48
2024-03,Jammu & Kashmir,Leh,Vi,0.63,140.25,68.1,19.79
2024-03,Jammu & Kashmir,Leh,BSNL,0.26,91.69,66.8,17.37
2024-03,Jammu & Kashmir,Leh,MTNL,0.15,93.06,65.25,24.75
2024-03,Goa,Panaji,Jio,1.26,199.03,78.22,16.55
2024-03,Goa,Panaji,Airtel,0.54,213.56,65.11,28.6
2024-03,Goa,Panaji,Vi,0.36,157.37,75.36,28.65
2024-03,Goa,Panaji,BSNL,0.23,99.63,72.8,22.91
2024-03,Goa,Panaji,MTNL,0.04,86.38,64.92,29.8
2024-03,Goa,Margao,Jio,1.03,171.2,73.95,24.99
2024-03,Goa,Margao,Airtel,0.42,206.99,62.24,17.19
2024-03,Goa,Margao,Vi,0.37,164.57,61.17,15.36
2024-03,Goa,Margao,BSNL,0.18,90.72,74.16,19.29
2024-03,Goa,Margao,MTNL,0.07,109.85,63.3,22.86
2024-03,Goa,Vasco da Gama,Jio,0.75,173.73,73.83,23.19
2024-03,Goa,Vasco da Gama,Airtel,0.81,221.01,77.52,29.06
2024-03,Goa,Vasco da Gama,Vi,0.15,141.65,75.0,22.14
2024-03,Goa,Vasco da Gama,BSNL,0.17,80.68,79.58,31.17
2024-03,Goa,Vasco da Gama,MTNL,0.03,101.75,57.65,28.42
2024-03,Goa,Mapusa,Jio,0.34,182.29,73.52,23.38
2024-03,Goa,Mapusa,Airtel,0.77,214.76,55.66,27.72
2024-03,Goa,Mapusa,Vi,0.22,163.64,77.28,18.63
2024-03,Goa,Mapusa,BSNL,0.14,87.69,62.85,25.01
2024-03,Goa,Mapusa,MTNL,0.08,101.55,78.06,32.24
2024-03,Goa,Ponda,Jio,0.97,199.55,65.01,19.8
2024-03,Goa,Ponda,Airtel,0.44,202.32,73.17,28.08
2024-03,Goa,Ponda,Vi,0.49,148.77,68.81,16.38
2024-03,Goa,Ponda,BSNL,0.07,76.84,60.28,32.75
2024-03,Goa,Ponda,MTNL,0.04,103.35,61.21,27.74
2024-03,Goa,Bicholim,Jio,0.67,196.15,68.14,32.81
2024-03,Goa,Bicholim,Airtel,1.2,218.12,61.95,28.82
2024-03,Goa,Bicholim,Vi,0.37,143.42,62.6,29.03
2024-03,Goa,Bicholim,BSNL,0.14,79.26,72.71,32.14
2024-03,Goa,Bicholim,MTNL,0.06,100.61,74.6,20.69
2024-03,Goa,Curchorem,Jio,1.06,190.32,64.81,34.78
2024-03,Goa,Curchorem,Airtel,0.39,205.68,62.59,16.99
2024-03,Goa,Curchorem,Vi,0.19,150.18,65.99,30.56
2024-03,Goa,Curchorem,BSNL,0.12,77.02,56.1,32.69
2024-03,Goa,Curchorem,MTNL,0.07,107.64,74.23,26.86
2024-03,Goa,Sanquelim,Jio,0.55,180.22,73.96,23.6
2024-03,Goa,Sanquelim,Airtel,1.31,222.61,60.26,26.22
2024-03,Goa,Sanquelim,Vi,0.51,156.11,72.27,27.15
2024-03,Goa,Sanquelim,BSNL,0.12,95.37,79.01,16.15
2024-03,Goa,Sanquelim,MTNL,0.05,80.87,58.86,25.9
2024-03,Goa,Cuncolim,Jio,0.71,170.27,62.37,19.05
2024-03,Goa,Cuncolim,Airtel,1.11,208.34,71.38,18.2
2024-03,Goa,Cuncolim,Vi,0.53,154.97,65.98,24.41
2024-03,Goa,Cuncolim,BSNL,0.09,103.24,73.38,20.98
2024-03,Goa,Cuncolim,MTNL,0.03,105.98,79.76,30.37
2024-03,Goa,Canacona,Jio,1.03,178.53,78.07,17.26
2024-03,Goa,Canacona,Airtel,0.69,222.41,55.16,17.25
2024-03,Goa,Canacona,Vi,0.59,166.54,77.38,23.83
2024-03,Goa,Canacona,BSNL,0.14,103.84,57.84,21.82
2024-03,Goa,Canacona,MTNL,0.08,109.95,63.5,27.48
2024-04,Maharashtra,Mumbai,Jio,4.04,182.87,60.03,15.38
2024-04,Maharashtra,Mumbai,Airtel,10.76,202.64,59.83,25.56
2024-04,Maharashtra,Mumbai,Vi,4.22,161.05,55.38,22.27
2024-04,Maharashtra,Mumbai,BSNL,1.18,88.25,68.66,25.26
2024-04,Maharashtra,Mumbai,MTNL,0.77,85.62,59.03,24.18
2024-04,Maharashtra,Pune,Jio,11.47,192.69,65.8,30.78
2024-04,Maharashtra,Pune,Airtel,7.69,216.41,77.39,17.84
2024-04,Maharashtra,Pune,Vi,4.62,150.75,76.82,21.45
2024-04,Maharashtra,Pune,BSNL,0.63,91.84,64.27,21.62
