customer_id,state,operator,plan_type,tenure_months,monthly_charge,total_charges,internet_service,num_complaints,churn
C027097,Karnataka,Jio,Postpaid,10,729.68,7296.81,No Service,1,0
C027098,Rajasthan,Jio,Postpaid,6,408.05,2448.31,3G,3,0
C027099,Telangana,Vi,Prepaid,25,544.2,13605.01,Fiber,1,0
C027100,Telangana,BSNL,Prepaid,11,204.74,2252.16,3G,1,0
C027101,Odisha,Vi,Prepaid,2,239.2,478.4,No Service,3,0
C027102,Madhya Pradesh,Airtel,Prepaid,4,176.25,705.0,Fiber,3,0
C027103,Maharashtra,Jio,Postpaid,12,760.74,9128.88,3G,1,0
C027104,Gujarat,Vi,Prepaid,3,400.78,1202.35,3G,1,1
C027105,Odisha,Airtel,Prepaid,42,380.98,16001.23,Fiber,1,0
C027106,Bihar,Airtel,Prepaid,22,159.9,3517.78,4G,1,0
C027107,Goa,Jio,Prepaid,13,313.0,4068.99,4G,2,0
C027108,Delhi,Jio,Prepaid,35,474.64,16612.43,3G,0,0
C027109,Telangana,Jio,Prepaid,98,281.25,27562.5,4G,3,0
C027110,Goa,Vi,Postpaid,12,207.07,2484.9,4G,2,1
C027111,Delhi,Airtel,Postpaid,18,479.82,8636.73,Fiber,1,0
C027112,Karnataka,Jio,Prepaid,51,485.04,24737.01,4G,1,0
C027113,Karnataka,Vi,Postpaid,29,739.57,21447.41,3G,1,1
C027114,Goa,Airtel,Prepaid,42,336.83,14146.97,4G,2,0
C027115,West Bengal,Airtel,Postpaid,24,519.06,12457.49,Fiber,4,0
C027116,Uttarakhand,Airtel,Prepaid,10,840.57,8405.72,Fiber,1,0
C027117,Maharashtra,Vi,Postpaid,2,636.66,1273.32,No Service,3,0
C027118,Goa,Vi,Postpaid,30,864.52,25935.62,Fiber,1,0
C027119,Haryana,Jio,Postpaid,27,973.77,26291.87,4G,0,0
C027120,Uttarakhand,Jio,Postpaid,39,634.54,24747.2,No Service,1,0
C027121,West Bengal,Jio,Prepaid,4,192.63,770.52,Fiber,1,0
C027122,West Bengal,Airtel,Prepaid,31,838.86,26004.7,4G,1,0
C027123,Gujarat,Airtel,Prepaid,10,701.9,7018.96,No Service,2,1
C027124,Maharashtra,Vi,Postpaid,46,719.35,33090.24,No Service,1,0
C027125,Delhi,Airtel,Postpaid,0,892.31,0.0,No Service,2,1
C027126,Delhi,Jio,Prepaid,57,318.01,18126.51,4G,0,0
C027127,Uttar Pradesh,Airtel,Postpaid,26,233.24,6064.27,4G,0,0
C027128,Gujarat,BSNL,Prepaid,50,412.92,20646.15,No Service,6,0
C027129,Andhra Pradesh,Vi,Prepaid,30,859.97,25799.05,4G,2,1
C027130,Punjab,BSNL,Prepaid,31,536.65,16636.13,No Service,1,0
C027131,Jammu & Kashmir,BSNL,Prepaid,4,319.88,1279.51,No Service,1,1
C027132,Rajasthan,Airtel,Prepaid,26,466.76,12135.78,Fiber,1,0
C027133,Karnataka,Airtel,Prepaid,25,171.43,4285.75,3G,4,0
C027134,Kerala,BSNL,Postpaid,13,523.1,6800.28,3G,5,0
C027135,Telangana,Vi,Prepaid,89,555.14,49407.46,4G,3,0
C027136,Delhi,Vi,Postpaid,17,526.71,8954.02,3G,2,1
C027137,Punjab,Airtel,Prepaid,10,186.65,1866.45,No Service,1,0
C027138,Uttar Pradesh,Jio,Prepaid,21,562.48,11811.99,No Service,3,0
C027139,Bihar,Vi,Postpaid,4,760.09,3040.37,3G,0,1
C027140,Andhra Pradesh,Jio,Postpaid,18,506.96,9125.25,3G,1,0
C027141,Karnataka,Airtel,Prepaid,9,535.62,4820.55,Fiber,4,0
C027142,Uttar Pradesh,Vi,Prepaid,30,565.81,16974.37,No Service,2,1
C027143,Maharashtra,Airtel,Prepaid,25,837.1,20927.59,Fiber,0,0
C027144,Karnataka,Airtel,Postpaid,96,617.51,59281.4,4G,0,0
C027145,Kerala,Jio,Postpaid,15,877.79,13166.85,No Service,2,0
C027146,Uttar Pradesh,Airtel,Postpaid,34,688.39,23405.24,Fiber,3,0
C027147,Telangana,Jio,Postpaid,12,691.99,8303.89,3G,0,0
C027148,Himachal Pradesh,Airtel,Prepaid,21,757.09,15898.83,3G,3,0
C027149,Jammu & Kashmir,Jio,Postpaid,15,649.44,9741.62,Fiber,1,0
C027150,Gujarat,Airtel,Prepaid,28,958.78,26845.94,Fiber,2,0
C027151,Telangana,Airtel,Prepaid,31,270.33,8380.08,Fiber,1,0
C027152,West Bengal,Jio,Postpaid,64,697.15,44617.61,Fiber,2,0
C027153,Jharkhand,Jio,Postpaid,6,383.11,2298.64,3G,0,0
C027154,Jharkhand,Vi,Postpaid,55,615.72,33864.72,Fiber,0,0
C027155,Assam,Airtel,Postpaid,6,713.78,4282.71,No Service,1,0
C027156,Telangana,Vi,Postpaid,11,841.75,9259.27,4G,0,0
C027157,Haryana,Vi,Prepaid,24,801.14,19227.36,4G,2,0
C027158,Rajasthan,Airtel,Postpaid,53,546.81,28980.76,Fiber,1,0
C027159,Bihar,Airtel,Prepaid,39,837.88,32677.38,3G,4,0
C027160,Rajasthan,Jio,Prepaid,9,235.16,2116.42,Fiber,0,0
C027161,Bihar,Airtel,Prepaid,32,986.08,31554.5,No Service,3,0
C027162,Gujarat,Jio,Prepaid,0,676.14,0.0,No Service,1,0
C027163,Goa,BSNL,Postpaid,15,294.74,4421.08,No Service,3,0
C027164,Odisha,BSNL,Postpaid,37,139.62,5166.07,Fiber,0,0
C027165,Uttarakhand,Jio,Prepaid,2,758.27,1516.54,Fiber,2,1
C027166,Goa,Vi,Postpaid,17,886.96,15078.25,No Service,0,0
C027167,Maharashtra,Vi,Prepaid,6,297.42,1784.51,3G,0,1
C027168,Kerala,Jio,Prepaid,1,899.03,899.03,4G,0,1
C027169,Bihar,Jio,Postpaid,36,176.66,6359.84,Fiber,0,0
C027170,Gujarat,Jio,Prepaid,25,775.83,19395.7,3G,4,0
C027171,Kerala,Jio,Prepaid,18,844.28,15197.01,Fiber,0,0
C027172,Maharashtra,Airtel,Prepaid,22,766.33,16859.3,3G,1,0
C027173,Uttar Pradesh,Jio,Postpaid,0,509.22,0.0,Fiber,1,0
C027174,Uttarakhand,BSNL,Prepaid,59,104.02,6136.92,Fiber,1,0
C027175,Karnataka,Airtel,Postpaid,2,304.37,608.73,4G,1,0
C027176,Maharashtra,Jio,Prepaid,2,616.69,1233.38,No Service,2,0
C027177,West Bengal,Jio,Postpaid,9,587.73,5289.61,4G,1,1
C027178,Telangana,Vi,Prepaid,36,362.88,13063.71,No Service,0,0
C027179,Gujarat,Airtel,Prepaid,11,337.96,3717.59,4G,5,0
C027180,Uttarakhand,Jio,Prepaid,30,931.63,27948.99,Fiber,4,0
C027181,Goa,Jio,Postpaid,22,222.4,4892.86,No Service,2,0
C027182,Telangana,Jio,Postpaid,0,912.84,0.0,4G,2,1
C027183,Karnataka,Vi,Prepaid,108,512.42,55340.96,3G,4,0
C027184,Jharkhand,Airtel,Prepaid,44,918.17,40399.62,Fiber,3,0
C027185,Goa,Jio,Prepaid,35,745.14,26079.87,3G,1,0
C027186,Kerala,Airtel,Prepaid,155,928.47,143913.4,4G,0,0
C027187,Karnataka,Jio,Prepaid,7,368.52,2579.62,4G,0,0
C027188,Karnataka,MTNL,Postpaid,21,415.2,8719.23,Fiber,2,0
C027189,Andhra Pradesh,Airtel,Postpaid,5,518.02,2590.09,Fiber,3,0
C027190,West Bengal,Vi,Postpaid,29,192.7,5588.23,Fiber,1,0
C027191,Haryana,Jio,Prepaid,1,743.46,743.46,3G,2,0
C027192,Uttarakhand,Jio,Postpaid,50,765.67,38283.3,4G,0,0
C027193,Uttarakhand,Jio,Postpaid,4,640.71,2562.84,3G,3,0
C027194,Maharashtra,Airtel,Prepaid,30,228.43,6852.77,4G,4,0
C027195,Karnataka,Airtel,Postpaid,5,496.24,2481.22,4G,2,0
C027196,Bihar,Jio,Postpaid,41,555.74,22785.37,3G,0,0
C027197,Delhi,Airtel,Prepaid,67,977.52,65493.8,No Service,1,1
C027198,Rajasthan,Airtel,Prepaid,27,947.14,25572.8,4G,0,0
C027199,Goa,Vi,Prepaid,30,827.07,24812.15,3G,1,1
C027200,Tamil Nadu,Vi,Postpaid,2,578.32,1156.64,3G,2,1
C027201,Punjab,Jio,Prepaid,16,546.04,8736.58,3G,2,1
C027202,Haryana,Airtel,Prepaid,14,623.62,8730.7,3G,5,0
C027203,Gujarat,Jio,Prepaid,28,790.6,22136.92,No Service,2,0
C027204,Odisha,Airtel,Postpaid,13,273.45,3554.83,Fiber,2,0
C027205,Tamil Nadu,Vi,Postpaid,34,394.73,13420.82,No Service,1,1
C027206,Delhi,Jio,Postpaid,19,889.24,16895.49,4G,2,0
C027207,Telangana,Vi,Prepaid,6,178.01,1068.08,3G,3,1
C027208,Bihar,Vi,Prepaid,0,823.68,0.0,No Service,1,1
C027209,West Bengal,Airtel,Postpaid,56,828.27,46382.98,3G,1,0
C027210,West Bengal,Airtel,Postpaid,40,311.63,12465.01,No Service,3,0
C027211,Bihar,Jio,Postpaid,38,382.89,14549.82,3G,0,0
C027212,Punjab,Jio,Prepaid,11,959.09,10550.0,4G,4,0
C027213,Punjab,BSNL,Postpaid,82,119.39,9790.23,4G,2,0
C027214,Maharashtra,Airtel,Prepaid,5,948.27,4741.37,4G,1,0
C027215,Jammu & Kashmir,Jio,Postpaid,19,689.24,13095.6,Fiber,2,0
C027216,Madhya Pradesh,Airtel,Postpaid,25,346.83,8670.79,4G,0,0
C027217,Odisha,Jio,Prepaid,25,301.3,7532.54,No Service,5,0
C027218,Jammu & Kashmir,Jio,Postpaid,27,845.06,22816.52,4G,0,0
C027219,Telangana,Vi,Prepaid,6,590.81,3544.89,4G,3,1
C027220,Gujarat,Vi,Postpaid,16,168.47,2695.54,No Service,0,0
C027221,Haryana,Jio,Postpaid,14,738.63,10340.76,3G,4,0
C027222,Bihar,Airtel,Prepaid,46,833.79,38354.48,No Service,2,0
C027223,Uttar Pradesh,MTNL,Postpaid,9,371.21,3340.92,No Service,4,0
C027224,Uttarakhand,Airtel,Prepaid,4,617.96,2471.86,No Service,2,0
C027225,Gujarat,Jio,Postpaid,102,713.01,72727.49,No Service,2,0
C027226,Maharashtra,Jio,Postpaid,31,362.14,11226.42,3G,1,0
C027227,Jammu & Kashmir,Vi,Postpaid,13,184.72,2401.36,No Service,0,0
C027228,Gujarat,Jio,Prepaid,17,274.85,4672.39,No Service,1,0
C027229,Tamil Nadu,Jio,Postpaid,2,473.2,946.4,3G,2,0
C027230,Jammu & Kashmir,BSNL,Prepaid,49,231.0,11318.92,3G,1,0
C027231,Maharashtra,Jio,Prepaid,147,252.57,37127.35,Fiber,1,0
C027232,Telangana,Airtel,Prepaid,68,685.06,46584.31,3G,1,0
C027233,Uttar Pradesh,Airtel,Postpaid,2,529.9,1059.79,No Service,3,1
C027234,Bihar,Airtel,Prepaid,20,522.18,10443.59,No Service,3,0
C027235,Andhra Pradesh,Airtel,Prepaid,3,552.19,1656.56,No Service,1,0
C027236,Punjab,Airtel,Prepaid,21,208.29,4373.99,No Service,2,0
C027237,Uttar Pradesh,Vi,Prepaid,1,556.83,556.83,4G,3,1
C027238,Jammu & Kashmir,Airtel,Postpaid,20,306.95,6139.04,3G,0,0
C027239,Jharkhand,Vi,Prepaid,18,868.78,15637.99,Fiber,2,0
C027240,Jharkhand,BSNL,Postpaid,26,593.67,15435.38,4G,1,0
C027241,Gujarat,Vi,Prepaid,56,671.04,37578.1,3G,1,0
C027242,Madhya Pradesh,BSNL,Postpaid,9,294.26,2648.34,Fiber,2,0
C027243,Haryana,Vi,Postpaid,41,235.41,9652.01,No Service,0,1
C027244,Telangana,BSNL,Prepaid,29,562.72,16319.01,4G,0,1
C027245,Odisha,Airtel,Prepaid,11,353.58,3889.43,3G,1,0
C027246,Kerala,Airtel,Postpaid,19,136.23,2588.41,Fiber,2,0
C027247,Delhi,Jio,Postpaid,31,332.25,10299.62,3G,0,0
C027248,Jharkhand,Vi,Prepaid,21,196.09,4117.99,Fiber,0,1
C027249,Andhra Pradesh,Jio,Postpaid,34,791.61,26914.73,No Service,2,1
C027250,Bihar,Airtel,Prepaid,3,382.16,1146.47,3G,2,0
C027251,West Bengal,Airtel,Postpaid,13,754.67,9810.69,Fiber,0,0
C027252,Rajasthan,Vi,Postpaid,48,884.37,42449.91,3G,2,1
C027253,Madhya Pradesh,Vi,Prepaid,15,869.86,13047.87,4G,1,0
C027254,Tamil Nadu,Vi,Postpaid,12,225.09,2701.06,4G,1,0
C027255,Jammu & Kashmir,BSNL,Prepaid,11,206.0,2265.95,No Service,4,0
C027256,Jharkhand,Vi,Prepaid,1,182.7,182.7,Fiber,0,1
C027257,Haryana,Jio,Prepaid,9,466.72,4200.5,Fiber,1,0
C027258,West Bengal,Jio,Prepaid,42,965.38,40545.88,4G,3,0
C027259,Jammu & Kashmir,Jio,Prepaid,5,708.8,3543.98,4G,1,1
C027260,Goa,Jio,Prepaid,6,441.45,2648.68,No Service,0,0
C027261,Jammu & Kashmir,Airtel,Prepaid,38,787.03,29906.98,Fiber,4,0
C027262,Delhi,MTNL,Postpaid,24,192.07,4609.75,No Service,1,0
C027263,Kerala,Vi,Prepaid,3,767.4,2302.2,4G,2,1
C027264,Maharashtra,BSNL,Postpaid,66,334.85,22099.96,Fiber,1,0
C027265,Tamil Nadu,MTNL,Postpaid,0,487.97,0.0,No Service,4,1
C027266,Madhya Pradesh,Airtel,Prepaid,3,512.65,1537.95,3G,2,1
C027267,Delhi,Airtel,Postpaid,2,161.46,322.92,No Service,1,0
C027268,Madhya Pradesh,Jio,Postpaid,2,545.25,1090.5,Fiber,1,1
C027269,Assam,Jio,Prepaid,21,613.43,12882.04,4G,1,0
C027270,Bihar,Jio,Prepaid,39,643.28,25088.0,3G,0,0
C027271,Andhra Pradesh,Jio,Postpaid,23,254.1,5844.36,3G,1,0
C027272,Uttarakhand,Airtel,Prepaid,5,770.38,3851.88,No Service,1,0
C027273,Bihar,Airtel,Postpaid,0,716.03,0.0,3G,2,0
C027274,Haryana,Airtel,Prepaid,70,655.87,45910.63,No Service,4,1
C027275,Karnataka,Airtel,Postpaid,57,834.81,47584.04,Fiber,1,0
C027276,Odisha,Jio,Postpaid,80,507.05,40563.97,No Service,0,0
C027277,Maharashtra,Airtel,Postpaid,23,576.54,13260.48,No Service,1,0
C027278,Odisha,Airtel,Prepaid,9,188.69,1698.22,3G,0,0
C027279,Jharkhand,Jio,Prepaid,39,789.86,30804.44,Fiber,0,1
C027280,West Bengal,Jio,Postpaid,6,980.43,5882.59,Fiber,2,1
C027281,Delhi,Vi,Postpaid,16,851.49,13623.79,Fiber,0,0
C027282,Tamil Nadu,BSNL,Prepaid,9,167.55,1507.95,4G,3,0
C027283,Kerala,Jio,Prepaid,10,841.01,8410.08,3G,1,0
C027284,Haryana,Jio,Postpaid,53,390.41,20691.59,4G,2,0
C027285,Kerala,MTNL,Prepaid,18,505.71,9102.73,3G,1,0
C027286,Tamil Nadu,Airtel,Prepaid,2,888.56,1777.12,3G,0,1
C027287,Tamil Nadu,Jio,Prepaid,34,118.81,4039.51,4G,2,0
C027288,Kerala,BSNL,Prepaid,8,166.9,1335.22,4G,0,0
C027289,Punjab,Vi,Postpaid,55,530.62,29184.11,No Service,3,1
C027290,Gujarat,BSNL,Postpaid,3,374.76,1124.29,No Service,0,1
C027291,Rajasthan,BSNL,Postpaid,2,185.33,370.66,4G,0,1
C027292,Jammu & Kashmir,Jio,Prepaid,32,473.06,15137.87,3G,2,0
C027293,Haryana,Vi,Prepaid,47,470.9,22132.46,No Service,2,0
C027294,Jammu & Kashmir,Jio,Prepaid,8,614.29,4914.29,4G,1,0
C027295,Jammu & Kashmir,Airtel,Prepaid,13,679.13,8828.75,Fiber,1,0
C027296,Assam,BSNL,Prepaid,8,146.03,1168.22,No Service,3,0
C027297,Jharkhand,Jio,Prepaid,20,362.94,7258.78,No Service,0,0
C027298,Assam,Airtel,Postpaid,17,323.44,5498.46,4G,2,0
C027299,Delhi,Airtel,Prepaid,16,237.92,3806.66,No Service,2,1
C027300,Karnataka,Vi,Postpaid,21,271.98,5711.49,Fiber,2,0
C027301,Odisha,BSNL,Prepaid,99,576.93,57116.45,No Service,0,0
C027302,Maharashtra,BSNL,Postpaid,24,126.47,3035.32,No Service,2,0
C027303,Delhi,BSNL,Prepaid,1,404.97,404.97,4G,3,0
C027304,Odisha,MTNL,Postpaid,93,537.15,49955.17,4G,4,0
C027305,Assam,Airtel,Prepaid,8,562.1,4496.82,Fiber,2,0
C027306,Uttarakhand,Jio,Postpaid,10,895.01,8950.12,3G,2,0
C027307,Uttarakhand,BSNL,Prepaid,16,242.79,3884.66,3G,1,0
C027308,Assam,Jio,Postpaid,13,914.81,11892.54,Fiber,2,0
C027309,Jammu & Kashmir,Airtel,Prepaid,47,876.7,41205.02,Fiber,1,0
C027310,Jammu & Kashmir,Airtel,Prepaid,0,824.79,0.0,3G,3,1
C027311,Bihar,Jio,Postpaid,2,113.63,227.25,3G,1,0
C027312,Haryana,Airtel,Postpaid,26,265.32,6898.26,3G,1,0
C027313,Gujarat,Jio,Prepaid,21,418.89,8796.69,Fiber,0,0
C027314,Uttarakhand,Jio,Postpaid,8,934.88,7479.05,4G,1,0
C027315,Goa,Airtel,Prepaid,17,416.88,7086.89,4G,0,0
C027316,Maharashtra,MTNL,Postpaid,8,83.72,669.78,No Service,1,0
C027317,Uttar Pradesh,Vi,Prepaid,3,316.35,949.04,Fiber,1,0
C027318,Haryana,Jio,Prepaid,30,134.8,4043.85,4G,0,0
C027319,Punjab,Airtel,Postpaid,18,287.83,5180.87,3G,3,0
C027320,Andhra Pradesh,Airtel,Postpaid,12,293.81,3525.69,4G,1,0
C027321,Gujarat,BSNL,Prepaid,17,436.06,7412.96,No Service,0,0
C027322,Maharashtra,Vi,Postpaid,27,351.43,9488.5,3G,1,0
C027323,Assam,Jio,Prepaid,5,305.17,1525.87,4G,1,1
C027324,Andhra Pradesh,MTNL,Postpaid,57,233.55,13312.26,No Service,2,1
C027325,Haryana,Vi,Postpaid,2,485.46,970.92,Fiber,1,1
C027326,Uttarakhand,Jio,Prepaid,36,448.73,16154.32,No Service,2,0
C027327,Kerala,Airtel,Prepaid,23,125.18,2879.22,Fiber,0,0
C027328,Jammu & Kashmir,Vi,Postpaid,0,727.51,0.0,No Service,3,0
C027329,Assam,Jio,Postpaid,33,798.25,26342.2,No Service,1,1
C027330,Bihar,Vi,Postpaid,16,393.53,6296.46,4G,2,0
C027331,Delhi,Airtel,Prepaid,16,736.66,11786.54,No Service,0,0
C027332,Maharashtra,BSNL,Postpaid,3,459.5,1378.49,4G,1,0
C027333,Assam,Jio,Postpaid,24,790.09,18962.27,3G,1,0
C027334,Himachal Pradesh,Airtel,Prepaid,41,638.93,26196.19,Fiber,0,0
C027335,Telangana,Airtel,Postpaid,9,559.03,5031.29,4G,1,0
C027336,Uttarakhand,Jio,Prepaid,41,651.04,26692.52,3G,0,1
C027337,Jharkhand,Airtel,Prepaid,21,979.82,20576.15,No Service,0,0
C027338,Rajasthan,BSNL,Postpaid,15,509.72,7645.78,Fiber,0,0
C027339,Goa,MTNL,Postpaid,8,191.24,1529.91,3G,1,0
C027340,West Bengal,Vi,Prepaid,53,791.77,41963.71,4G,2,1
C027341,Punjab,BSNL,Postpaid,23,177.27,4077.24,4G,0,0
C027342,Jharkhand,MTNL,Postpaid,40,515.71,20628.52,Fiber,0,0
C027343,Jharkhand,Jio,Postpaid,55,449.46,24720.25,Fiber,2,0
C027344,Assam,Vi,Prepaid,5,658.38,3291.9,No Service,3,1
C027345,Uttarakhand,Jio,Prepaid,18,135.22,2433.95,No Service,1,1
C027346,Delhi,MTNL,Postpaid,8,414.13,3313.0,Fiber,1,0
C027347,Jammu & Kashmir,Jio,Postpaid,38,790.94,30055.53,3G,2,0
C027348,Uttar Pradesh,MTNL,Postpaid,16,226.46,3623.36,No Service,1,0
C027349,Goa,Airtel,Postpaid,3,615.07,1845.21,4G,0,1
C027350,Punjab,BSNL,Prepaid,35,217.9,7626.61,4G,4,1
C027351,Bihar,Airtel,Prepaid,43,840.3,36132.87,Fiber,3,0
C027352,Tamil Nadu,BSNL,Prepaid,3,152.01,456.02,3G,1,0
C027353,Rajasthan,Jio,Prepaid,7,404.78,2833.48,4G,1,0
C027354,Uttarakhand,BSNL,Postpaid,8,280.15,2241.23,3G,0,1
C027355,Delhi,BSNL,Postpaid,21,288.16,6051.41,4G,3,1
C027356,Tamil Nadu,Jio,Postpaid,16,611.66,9786.63,3G,0,0
C027357,Karnataka,Jio,Postpaid,50,110.96,5548.16,3G,3,0
C027358,Punjab,Airtel,Prepaid,18,534.9,9628.14,Fiber,2,0
C027359,Jammu & Kashmir,Jio,Prepaid,27,464.42,12539.43,4G,3,0
C027360,Andhra Pradesh,BSNL,Postpaid,15,161.19,2417.86,No Service,0,0
C027361,Odisha,Jio,Prepaid,5,312.98,1564.91,3G,0,0
C027362,Delhi,Vi,Postpaid,12,822.74,9872.83,3G,3,0
C027363,Madhya Pradesh,Vi,Prepaid,38,445.16,16916.23,Fiber,3,0
C027364,Madhya Pradesh,Jio,Prepaid,5,303.72,1518.6,No Service,1,0
C027365,Kerala,Airtel,Prepaid,48,194.6,9340.86,No Service,2,0
C027366,Kerala,Airtel,Postpaid,45,867.45,39035.3,3G,3,0
C027367,Karnataka,Airtel,Prepaid,4,300.38,1201.54,3G,1,0
C027368,Telangana,Jio,Prepaid,33,563.11,18582.57,4G,1,0
C027369,Punjab,Airtel,Prepaid,87,896.98,78037.22,Fiber,3,1
C027370,Madhya Pradesh,BSNL,Prepaid,37,117.64,4352.64,No Service,2,0
C027371,Karnataka,BSNL,Postpaid,59,398.12,23489.15,3G,2,0
C027372,Kerala,Vi,Postpaid,4,607.77,2431.08,4G,3,0
C027373,Rajasthan,Jio,Postpaid,13,857.64,11149.36,No Service,0,1
C027374,Jharkhand,Airtel,Prepaid,23,259.15,5960.55,3G,1,0
C027375,Telangana,Airtel,Prepaid,48,630.81,30278.73,No Service,2,0
C027376,Karnataka,Jio,Prepaid,65,130.65,8492.21,3G,3,0
C027377,Delhi,BSNL,Prepaid,44,119.12,5241.35,3G,1,1
C027378,Jharkhand,Airtel,Postpaid,2,142.45,284.89,3G,0,0
C027379,Telangana,Airtel,Prepaid,17,525.54,8934.23,3G,4,0
C027380,Punjab,Jio,Postpaid,13,858.07,11154.92,No Service,3,0
C027381,Karnataka,Airtel,Prepaid,10,376.08,3760.77,No Service,2,0
C027382,Gujarat,Airtel,Prepaid,17,352.95,6000.16,Fiber,1,0
C027383,West Bengal,Jio,Prepaid,14,270.6,3788.42,4G,1,0
C027384,Bihar,Airtel,Prepaid,29,575.11,16678.24,Fiber,1,0
C027385,Goa,Vi,Prepaid,4,356.32,1425.27,Fiber,1,0
C027386,Uttarakhand,Airtel,Prepaid,5,617.9,3089.51,4G,1,0
C027387,Rajasthan,Vi,Postpaid,15,271.53,4073.01,3G,2,1
C027388,Rajasthan,Airtel,Postpaid,9,863.34,7770.05,3G,1,0
C027389,Telangana,BSNL,Postpaid,3,426.05,1278.16,No Service,0,0
C027390,Punjab,Vi,Postpaid,0,688.63,0.0,Fiber,1,0
C027391,Kerala,Jio,Postpaid,15,722.92,10843.87,No Service,1,0
C027392,Himachal Pradesh,BSNL,Prepaid,52,486.79,25313.3,3G,2,0
C027393,Delhi,Jio,Postpaid,28,750.18,21004.91,3G,0,1
C027394,Tamil Nadu,MTNL,Postpaid,9,226.02,2034.14,Fiber,1,0
C027395,Jammu & Kashmir,BSNL,Postpaid,74,413.56,30603.07,4G,1,0
C027396,Kerala,Jio,Prepaid,38,771.89,29331.97,Fiber,0,0
C027397,Andhra Pradesh,Jio,Prepaid,10,278.26,2782.59,3G,1,0
C027398,Rajasthan,Vi,Prepaid,44,735.51,32362.63,3G,1,0
C027399,Maharashtra,Vi,Prepaid,30,741.31,22239.44,3G,2,0
C027400,Delhi,Jio,Prepaid,33,179.52,5924.29,No Service,2,1
C027401,Punjab,Jio,Postpaid,4,636.38,2545.54,No Service,3,0
C027402,Assam,Vi,Prepaid,46,891.92,41028.51,Fiber,1,1
C027403,Kerala,Airtel,Prepaid,0,214.67,0.0,3G,2,0
C027404,Odisha,Jio,Prepaid,9,578.84,5209.52,No Service,1,0
C027405,Haryana,Airtel,Prepaid,74,543.86,40245.47,No Service,1,1
C027406,Jharkhand,Vi,Prepaid,68,308.9,21005.4,4G,1,0
C027407,Rajasthan,Airtel,Postpaid,7,960.46,6723.22,4G,2,0
C027408,Rajasthan,BSNL,Postpaid,22,124.9,2747.77,Fiber,1,0
C027409,Andhra Pradesh,Vi,Postpaid,4,658.22,2632.86,3G,1,1
C027410,Jammu & Kashmir,Airtel,Prepaid,23,186.23,4283.21,4G,4,0
C027411,Bihar,Jio,Postpaid,24,166.98,4007.51,Fiber,1,0
C027412,Odisha,Airtel,Postpaid,32,476.55,15249.61,3G,1,0
C027413,Uttarakhand,Jio,Postpaid,54,949.42,51268.7,4G,3,0
C027414,Uttarakhand,Vi,Postpaid,11,691.99,7611.9,No Service,1,0
C027415,Maharashtra,Jio,Postpaid,19,773.25,14691.79,Fiber,1,0
C027416,Andhra Pradesh,Vi,Prepaid,158,575.77,90971.34,3G,1,0
C027417,Gujarat,Vi,Postpaid,26,305.79,7950.41,Fiber,0,0
C027418,Uttarakhand,Jio,Postpaid,20,509.64,10192.73,3G,1,0
C027419,Jharkhand,Vi,Prepaid,11,522.35,5745.87,No Service,2,0
C027420,Maharashtra,Airtel,Prepaid,3,996.9,2990.7,Fiber,3,0
C027421,Haryana,Vi,Prepaid,14,471.37,6599.21,No Service,2,0
C027422,West Bengal,Airtel,Postpaid,10,114.56,1145.62,4G,0,0
C027423,Jammu & Kashmir,Jio,Prepaid,40,154.77,6190.95,4G,0,0
C027424,Karnataka,Airtel,Postpaid,2,684.08,1368.17,3G,0,1
C027425,Rajasthan,Jio,Postpaid,31,843.45,26146.98,Fiber,1,0
C027426,Bihar,Airtel,Postpaid,0,737.09,0.0,4G,0,1
C027427,Madhya Pradesh,Vi,Postpaid,31,846.96,26255.83,Fiber,5,0
C027428,Uttarakhand,BSNL,Prepaid,8,270.51,2164.06,3G,3,0
C027429,Assam,Airtel,Postpaid,45,409.18,18413.2,3G,1,0
C027430,Kerala,Airtel,Prepaid,23,206.91,4758.93,Fiber,3,0
C027431,Uttarakhand,Airtel,Postpaid,23,818.48,18825.0,3G,1,0
C027432,Haryana,BSNL,Prepaid,3,295.59,886.77,No Service,2,0
C027433,Uttarakhand,Jio,Prepaid,10,153.83,1538.25,4G,4,0
C027434,Andhra Pradesh,Jio,Prepaid,48,127.13,6102.08,Fiber,3,0
C027435,Delhi,Jio,Postpaid,9,384.36,3459.28,4G,2,0
C027436,Jammu & Kashmir,Airtel,Postpaid,8,173.51,1388.04,No Service,2,0
C027437,Rajasthan,Airtel,Prepaid,51,896.35,45713.85,4G,2,0
C027438,Gujarat,Jio,Postpaid,11,386.47,4251.12,3G,2,0
C027439,West Bengal,Airtel,Postpaid,29,292.6,8485.38,4G,3,0
C027440,Delhi,Jio,Postpaid,2,562.54,1125.08,3G,2,0
C027441,Assam,Airtel,Prepaid,15,110.61,1659.22,No Service,2,0
C027442,Jammu & Kashmir,MTNL,Postpaid,20,415.64,8312.78,4G,5,0
C027443,Madhya Pradesh,Vi,Postpaid,45,210.02,9450.87,3G,0,0
C027444,Jharkhand,BSNL,Prepaid,4,522.47,2089.89,4G,0,1
C027445,Punjab,BSNL,Prepaid,17,386.66,6573.18,No Service,2,0
C027446,Gujarat,Airtel,Postpaid,33,520.07,17162.19,4G,1,0
C027447,Jharkhand,Jio,Prepaid,61,430.79,26278.36,4G,1,0
