month,state,city,operator,call_drop_rate,avg_data_speed_mbps,tower_uptime_perc,latency_ms,complaints_per_1k
2024-02,Kerala,Kasaragod,Vi,1.69,18.31,98.07,65.3,2.75
2024-02,Kerala,Kasaragod,BSNL,3.07,6.27,96.71,35.7,1.26
2024-02,Kerala,Kasaragod,MTNL,2.32,11.17,96.54,77.3,3.04
2024-02,Madhya Pradesh,Bhopal,Jio,1.02,29.63,99.08,68.4,4.76
2024-02,Madhya Pradesh,Bhopal,Airtel,0.72,34.18,99.56,55.4,2.15
2024-02,Madhya Pradesh,Bhopal,Vi,1.45,17.54,98.06,79.4,2.14
2024-02,Madhya Pradesh,Bhopal,BSNL,3.0,7.6,96.48,25.0,3.93
2024-02,Madhya Pradesh,Bhopal,MTNL,2.7,8.74,96.81,72.3,0.7
2024-02,Madhya Pradesh,Indore,Jio,1.16,28.35,99.42,71.7,0.76
2024-02,Madhya Pradesh,Indore,Airtel,0.97,33.66,99.13,76.4,3.36
2024-02,Madhya Pradesh,Indore,Vi,1.3,16.62,98.14,23.5,1.24
2024-02,Madhya Pradesh,Indore,BSNL,3.17,9.72,96.57,32.5,1.48
2024-02,Madhya Pradesh,Indore,MTNL,2.57,10.77,96.5,22.7,4.42
2024-02,Madhya Pradesh,Jabalpur,Jio,1.09,29.47,99.2,28.7,0.96
2024-02,Madhya Pradesh,Jabalpur,Airtel,1.04,31.91,99.52,47.4,3.79
2024-02,Madhya Pradesh,Jabalpur,Vi,1.32,18.42,98.03,34.7,3.19
2024-02,Madhya Pradesh,Jabalpur,BSNL,2.92,8.48,96.55,28.6,2.17
2024-02,Madhya Pradesh,Jabalpur,MTNL,2.49,10.85,96.52,36.9,4.63
2024-02,Madhya Pradesh,Gwalior,Jio,0.78,26.76,99.35,22.9,2.42
2024-02,Madhya Pradesh,Gwalior,Airtel,1.01,34.77,99.25,37.8,3.05
2024-02,Madhya Pradesh,Gwalior,Vi,1.34,16.75,98.06,24.3,4.52
2024-02,Madhya Pradesh,Gwalior,BSNL,2.8,7.68,96.67,40.5,3.92
2024-02,Madhya Pradesh,Gwalior,MTNL,2.41,9.64,96.96,47.0,0.82
2024-02,Madhya Pradesh,Ujjain,Jio,1.04,28.47,99.09,79.6,4.44
2024-02,Madhya Pradesh,Ujjain,Airtel,0.52,32.97,99.31,22.2,0.55
2024-02,Madhya Pradesh,Ujjain,Vi,1.55,17.6,98.22,47.3,3.95
2024-02,Madhya Pradesh,Ujjain,BSNL,3.09,9.29,96.45,79.3,1.88
2024-02,Madhya Pradesh,Ujjain,MTNL,2.61,9.6,96.76,27.3,2.09
2024-02,Madhya Pradesh,Sagar,Jio,0.73,30.5,99.29,37.3,3.05
2024-02,Madhya Pradesh,Sagar,Airtel,1.01,34.67,99.15,67.2,4.85
2024-02,Madhya Pradesh,Sagar,Vi,1.48,20.98,98.37,59.4,4.31
2024-02,Madhya Pradesh,Sagar,BSNL,2.78,10.59,96.56,50.6,4.26
2024-02,Madhya Pradesh,Sagar,MTNL,2.83,10.51,96.52,55.8,4.2
2024-02,Madhya Pradesh,Dewas,Jio,0.93,30.67,99.44,51.8,2.32
2024-02,Madhya Pradesh,Dewas,Airtel,0.53,33.16,99.26,60.1,4.09
2024-02,Madhya Pradesh,Dewas,Vi,1.45,16.08,98.32,52.9,1.92
2024-02,Madhya Pradesh,Dewas,BSNL,2.98,9.37,96.29,58.8,1.79
2024-02,Madhya Pradesh,Dewas,MTNL,2.78,11.71,96.56,75.0,4.57
2024-02,Madhya Pradesh,Satna,Jio,0.81,26.14,99.3,40.7,1.36
2024-02,Madhya Pradesh,Satna,Airtel,0.57,30.98,99.24,67.7,4.03
2024-02,Madhya Pradesh,Satna,Vi,1.5,18.77,98.35,74.5,4.23
2024-02,Madhya Pradesh,Satna,BSNL,2.82,7.83,96.73,75.6,4.09
2024-02,Madhya Pradesh,Satna,MTNL,2.75,9.79,96.7,34.4,1.13
2024-02,Madhya Pradesh,Ratlam,Jio,1.04,29.88,99.12,20.4,4.72
2024-02,Madhya Pradesh,Ratlam,Airtel,0.76,34.87,99.51,27.4,1.97
2024-02,Madhya Pradesh,Ratlam,Vi,1.59,19.25,97.94,30.6,1.75
2024-02,Madhya Pradesh,Ratlam,BSNL,3.07,7.21,96.62,72.2,2.26
2024-02,Madhya Pradesh,Ratlam,MTNL,2.3,7.71,96.69,31.4,1.8
2024-02,Madhya Pradesh,Rewa,Jio,0.93,26.11,98.94,71.3,2.85
2024-02,Madhya Pradesh,Rewa,Airtel,1.06,30.02,99.1,64.4,2.64
2024-02,Madhya Pradesh,Rewa,Vi,1.75,19.93,98.1,48.7,4.15
2024-02,Madhya Pradesh,Rewa,BSNL,3.08,7.38,96.6,58.6,4.35
2024-02,Madhya Pradesh,Rewa,MTNL,2.82,8.34,97.03,75.5,0.99
2024-02,Bihar,Patna,Jio,1.18,21.72,98.54,81.0,1.41
2024-02,Bihar,Patna,Airtel,1.2,22.75,98.85,43.6,4.55
2024-02,Bihar,Patna,Vi,1.94,16.84,97.72,52.3,3.74
2024-02,Bihar,Patna,BSNL,3.63,7.8,95.85,35.0,4.52
2024-02,Bihar,Patna,MTNL,3.06,6.41,96.44,33.3,3.6
2024-02,Bihar,Gaya,Jio,1.32,24.06,98.64,37.9,6.15
2024-02,Bihar,Gaya,Airtel,1.16,24.59,98.67,29.7,1.77
2024-02,Bihar,Gaya,Vi,2.09,12.39,97.28,41.3,2.96
2024-02,Bihar,Gaya,BSNL,3.55,8.68,95.75,97.7,6.41
2024-02,Bihar,Gaya,MTNL,3.5,4.96,96.04,46.9,3.83
2024-02,Bihar,Bhagalpur,Jio,0.94,19.92,98.41,51.5,0.94
2024-02,Bihar,Bhagalpur,Airtel,0.83,23.45,98.96,39.2,5.28
2024-02,Bihar,Bhagalpur,Vi,1.92,15.64,97.47,96.3,2.27
2024-02,Bihar,Bhagalpur,BSNL,3.9,4.97,96.13,28.2,3.33
2024-02,Bihar,Bhagalpur,MTNL,3.3,8.04,96.16,71.9,5.69
2024-02,Bihar,Muzaffarpur,Jio,0.93,20.76,98.78,43.8,5.95
2024-02,Bihar,Muzaffarpur,Airtel,1.03,23.02,98.51,85.5,5.66
2024-02,Bihar,Muzaffarpur,Vi,1.76,13.05,97.77,77.2,1.63
2024-02,Bihar,Muzaffarpur,BSNL,3.71,8.71,95.97,57.8,1.53
2024-02,Bihar,Muzaffarpur,MTNL,3.49,6.3,96.24,72.8,3.9
2024-02,Bihar,Purnia,Jio,0.99,23.08,98.64,57.5,0.95
2024-02,Bihar,Purnia,Airtel,0.91,24.38,98.97,66.0,6.1
2024-02,Bihar,Purnia,Vi,2.07,14.54,97.3,43.2,1.59
2024-02,Bihar,Purnia,BSNL,3.71,7.77,96.06,33.5,3.55
2024-02,Bihar,Purnia,MTNL,3.34,7.12,96.08,63.1,3.67
2024-02,Bihar,Darbhanga,Jio,1.2,21.43,98.87,52.4,5.89
2024-02,Bihar,Darbhanga,Airtel,1.19,24.94,98.8,93.8,3.53
2024-02,Bihar,Darbhanga,Vi,2.03,15.89,97.74,43.0,6.36
2024-02,Bihar,Darbhanga,BSNL,4.02,5.64,95.97,29.7,1.63
2024-02,Bihar,Darbhanga,MTNL,3.4,8.17,96.22,81.0,5.29
2024-02,Bihar,Bihar Sharif,Jio,0.94,22.84,98.64,35.2,1.99
2024-02,Bihar,Bihar Sharif,Airtel,0.96,26.93,98.63,40.3,4.87
2024-02,Bihar,Bihar Sharif,Vi,2.21,14.08,97.41,45.8,0.94
2024-02,Bihar,Bihar Sharif,BSNL,3.55,4.62,95.9,102.3,5.26
2024-02,Bihar,Bihar Sharif,MTNL,3.41,7.36,96.27,55.3,1.69
2024-02,Bihar,Arrah,Jio,1.19,22.18,98.87,76.7,5.17
2024-02,Bihar,Arrah,Airtel,0.77,26.42,99.09,77.3,4.99
2024-02,Bihar,Arrah,Vi,2.21,13.8,97.69,57.2,3.14
2024-02,Bihar,Arrah,BSNL,3.83,5.44,96.2,51.7,1.37
2024-02,Bihar,Arrah,MTNL,3.24,9.2,96.09,73.7,6.12
2024-02,Bihar,Begusarai,Jio,1.0,20.2,98.36,60.3,1.26
2024-02,Bihar,Begusarai,Airtel,0.98,26.93,98.97,71.4,5.62
2024-02,Bihar,Begusarai,Vi,1.68,14.89,97.27,63.6,3.36
2024-02,Bihar,Begusarai,BSNL,3.6,8.3,95.74,69.0,3.47
2024-02,Bihar,Begusarai,MTNL,3.31,5.09,96.32,27.0,5.45
2024-02,Bihar,Katihar,Jio,1.0,20.14,98.55,69.6,2.47
2024-02,Bihar,Katihar,Airtel,0.78,22.71,98.92,95.1,1.24
2024-02,Bihar,Katihar,Vi,1.76,11.95,97.73,60.7,6.06
2024-02,Bihar,Katihar,BSNL,3.72,8.46,96.17,52.1,4.4
2024-02,Bihar,Katihar,MTNL,3.45,5.03,96.16,92.7,6.19
2024-02,Punjab,Ludhiana,Jio,1.14,30.86,99.29,34.0,3.09
2024-02,Punjab,Ludhiana,Airtel,0.75,31.29,99.56,57.8,4.06
2024-02,Punjab,Ludhiana,Vi,1.36,20.52,97.94,56.1,0.76
2024-02,Punjab,Ludhiana,BSNL,2.92,6.49,96.4,71.6,4.52
2024-02,Punjab,Ludhiana,MTNL,2.76,8.84,96.85,33.4,3.55
2024-02,Punjab,Amritsar,Jio,0.81,27.1,99.25,26.7,3.59
2024-02,Punjab,Amritsar,Airtel,0.61,32.77,99.34,54.0,1.61
2024-02,Punjab,Amritsar,Vi,1.39,16.7,98.27,24.2,2.19
2024-02,Punjab,Amritsar,BSNL,2.87,6.98,96.43,45.1,1.51
2024-02,Punjab,Amritsar,MTNL,2.68,7.15,96.62,57.4,3.32
2024-02,Punjab,Jalandhar,Jio,0.76,29.42,99.18,51.6,2.0
2024-02,Punjab,Jalandhar,Airtel,1.09,33.69,99.25,34.2,3.98
2024-02,Punjab,Jalandhar,Vi,1.43,16.46,97.82,44.8,2.37
2024-02,Punjab,Jalandhar,BSNL,3.02,8.87,96.66,39.1,3.31
2024-02,Punjab,Jalandhar,MTNL,2.83,7.35,96.93,63.0,4.07
2024-02,Punjab,Patiala,Jio,0.76,28.08,99.04,38.5,4.86
2024-02,Punjab,Patiala,Airtel,0.77,34.24,99.58,46.7,4.96
2024-02,Punjab,Patiala,Vi,1.7,18.41,97.99,24.5,2.59
2024-02,Punjab,Patiala,BSNL,2.82,9.56,96.21,69.9,2.37
2024-02,Punjab,Patiala,MTNL,2.58,7.91,97.06,43.9,4.29
2024-02,Punjab,Bathinda,Jio,0.74,26.48,99.28,79.1,3.41
2024-02,Punjab,Bathinda,Airtel,0.87,32.21,99.27,45.8,1.17
2024-02,Punjab,Bathinda,Vi,1.36,18.44,97.89,67.5,0.55
2024-02,Punjab,Bathinda,BSNL,2.79,8.58,96.76,54.4,1.83
2024-02,Punjab,Bathinda,MTNL,2.51,8.7,96.61,28.7,2.66
2024-02,Punjab,Mohali,Jio,0.76,26.46,99.03,51.2,1.66
2024-02,Punjab,Mohali,Airtel,0.64,33.1,99.51,34.5,2.62
2024-02,Punjab,Mohali,Vi,1.66,19.45,97.84,41.6,3.75
2024-02,Punjab,Mohali,BSNL,2.71,6.98,96.58,37.0,1.96
2024-02,Punjab,Mohali,MTNL,2.61,10.75,96.8,73.6,0.98
2024-02,Punjab,Firozpur,Jio,1.05,28.72,99.39,39.0,2.67
2024-02,Punjab,Firozpur,Airtel,0.99,34.16,99.33,69.3,3.57
2024-02,Punjab,Firozpur,Vi,1.45,20.85,97.82,43.0,1.88
2024-02,Punjab,Firozpur,BSNL,3.16,6.5,96.58,63.0,1.33
2024-02,Punjab,Firozpur,MTNL,2.39,7.24,96.6,68.5,4.75
2024-02,Punjab,Pathankot,Jio,1.14,27.83,99.34,69.6,4.16
2024-02,Punjab,Pathankot,Airtel,0.54,31.07,99.66,64.4,4.25
2024-02,Punjab,Pathankot,Vi,1.51,17.97,98.19,48.4,2.18
2024-02,Punjab,Pathankot,BSNL,2.81,6.79,96.52,51.2,3.16
2024-02,Punjab,Pathankot,MTNL,2.37,11.57,96.95,27.9,0.86
2024-02,Punjab,Hoshiarpur,Jio,0.99,27.71,99.09,70.4,2.05
2024-02,Punjab,Hoshiarpur,Airtel,0.88,32.69,99.26,39.9,4.74
2024-02,Punjab,Hoshiarpur,Vi,1.4,19.92,98.32,24.3,3.48
2024-02,Punjab,Hoshiarpur,BSNL,3.05,8.17,96.54,29.7,1.93
2024-02,Punjab,Hoshiarpur,MTNL,2.72,10.01,96.58,79.3,4.72
2024-02,Punjab,Moga,Jio,0.73,30.38,99.06,53.8,4.02
2024-02,Punjab,Moga,Airtel,0.71,32.78,99.37,65.6,2.65
2024-02,Punjab,Moga,Vi,1.54,20.23,98.22,51.7,2.58
2024-02,Punjab,Moga,BSNL,2.68,6.28,96.77,31.2,1.75
2024-02,Punjab,Moga,MTNL,2.67,11.14,97.0,69.8,4.9
2024-02,Haryana,Faridabad,Jio,0.63,28.0,99.45,48.0,4.42
2024-02,Haryana,Faridabad,Airtel,0.51,32.52,99.65,35.7,4.68
2024-02,Haryana,Faridabad,Vi,1.21,16.39,98.09,26.4,1.52
2024-02,Haryana,Faridabad,BSNL,2.78,8.41,96.43,75.3,4.49
2024-02,Haryana,Faridabad,MTNL,2.75,10.3,96.62,56.1,1.16
2024-02,Haryana,Gurugram,Jio,0.87,28.31,99.31,70.1,1.94
2024-02,Haryana,Gurugram,Airtel,0.52,30.23,99.62,49.2,1.62
2024-02,Haryana,Gurugram,Vi,1.22,18.64,97.88,45.0,2.82
2024-02,Haryana,Gurugram,BSNL,2.74,6.99,96.21,55.1,1.4
2024-02,Haryana,Gurugram,MTNL,2.83,10.02,96.83,50.3,1.47
2024-02,Haryana,Panipat,Jio,1.18,30.84,99.09,66.6,1.04
2024-02,Haryana,Panipat,Airtel,0.97,31.43,99.27,50.4,2.27
2024-02,Haryana,Panipat,Vi,1.27,18.97,97.93,46.7,1.54
2024-02,Haryana,Panipat,BSNL,3.11,7.69,96.73,39.6,1.31
2024-02,Haryana,Panipat,MTNL,2.65,9.78,96.87,38.1,1.94
2024-02,Haryana,Ambala,Jio,0.74,30.64,99.31,65.4,1.37
2024-02,Haryana,Ambala,Airtel,0.9,33.81,99.31,29.5,3.64
2024-02,Haryana,Ambala,Vi,1.57,18.88,97.91,35.7,3.31
2024-02,Haryana,Ambala,BSNL,2.97,8.77,96.66,68.9,1.74
2024-02,Haryana,Ambala,MTNL,2.39,8.01,96.67,76.9,1.12
2024-02,Haryana,Yamunanagar,Jio,1.13,27.02,99.11,27.6,0.97
2024-02,Haryana,Yamunanagar,Airtel,0.56,31.71,99.41,32.0,4.7
2024-02,Haryana,Yamunanagar,Vi,1.55,20.43,97.89,28.6,4.31
2024-02,Haryana,Yamunanagar,BSNL,2.94,10.69,96.29,21.6,4.62
2024-02,Haryana,Yamunanagar,MTNL,2.72,11.04,96.68,20.2,2.67
2024-02,Haryana,Rohtak,Jio,1.19,30.54,98.94,31.3,1.9
2024-02,Haryana,Rohtak,Airtel,1.0,34.12,99.21,52.0,2.76
2024-02,Haryana,Rohtak,Vi,1.45,18.68,97.98,51.9,3.59
2024-02,Haryana,Rohtak,BSNL,2.64,10.84,96.3,41.6,2.62
2024-02,Haryana,Rohtak,MTNL,2.32,9.74,97.02,74.1,1.97
2024-02,Haryana,Hisar,Jio,0.94,29.88,99.05,51.7,2.15
2024-02,Haryana,Hisar,Airtel,0.73,30.47,99.34,29.7,1.86
2024-02,Haryana,Hisar,Vi,1.4,18.15,98.35,57.9,4.89
2024-02,Haryana,Hisar,BSNL,2.95,10.03,96.7,64.3,3.51
2024-02,Haryana,Hisar,MTNL,2.55,9.84,96.62,57.1,2.81
2024-02,Haryana,Karnal,Jio,1.08,30.51,98.98,61.5,4.78
2024-02,Haryana,Karnal,Airtel,1.05,34.17,99.13,35.1,1.17
2024-02,Haryana,Karnal,Vi,1.76,19.74,98.12,78.8,1.38
2024-02,Haryana,Karnal,BSNL,2.98,9.05,96.4,49.1,1.56
2024-02,Haryana,Karnal,MTNL,2.71,9.09,96.51,77.0,2.76
2024-02,Haryana,Sonipat,Jio,1.02,26.98,98.98,74.1,3.16
2024-02,Haryana,Sonipat,Airtel,0.8,32.61,99.24,74.8,1.46
2024-02,Haryana,Sonipat,Vi,1.29,20.65,97.95,71.7,3.98
2024-02,Haryana,Sonipat,BSNL,2.83,7.27,96.66,55.9,1.64
2024-02,Haryana,Sonipat,MTNL,2.83,10.6,97.05,46.2,1.08
2024-02,Haryana,Panchkula,Jio,1.15,29.01,99.26,55.1,2.63
2024-02,Haryana,Panchkula,Airtel,0.65,33.07,99.53,75.0,0.82
2024-02,Haryana,Panchkula,Vi,1.35,19.88,98.27,32.7,1.33
2024-02,Haryana,Panchkula,BSNL,2.82,6.31,96.64,60.2,4.36
2024-02,Haryana,Panchkula,MTNL,2.56,10.18,97.07,77.5,0.82
2024-02,Delhi,New Delhi,Jio,0.6,30.8,99.22,62.0,4.61
2024-02,Delhi,New Delhi,Airtel,0.76,32.2,99.2,74.3,3.41
2024-02,Delhi,New Delhi,Vi,1.31,18.8,98.0,28.8,1.32
2024-02,Delhi,New Delhi,BSNL,2.94,8.82,96.67,34.9,4.62
2024-02,Delhi,New Delhi,MTNL,2.61,8.02,96.75,75.4,2.65
2024-02,Delhi,Dwarka,Jio,1.12,26.8,99.45,45.8,4.71
2024-02,Delhi,Dwarka,Airtel,1.02,33.3,99.5,32.7,3.21
2024-02,Delhi,Dwarka,Vi,1.53,17.67,98.1,75.7,0.52
2024-02,Delhi,Dwarka,BSNL,2.85,7.67,96.78,78.4,3.14
2024-02,Delhi,Dwarka,MTNL,2.63,11.52,96.5,53.7,0.61
2024-02,Delhi,Rohini,Jio,1.18,27.6,99.21,45.1,4.52
2024-02,Delhi,Rohini,Airtel,1.1,30.34,99.54,42.1,1.13
2024-02,Delhi,Rohini,Vi,1.44,20.99,98.01,36.6,4.31
2024-02,Delhi,Rohini,BSNL,3.12,7.69,96.38,58.8,1.42
2024-02,Delhi,Rohini,MTNL,2.59,7.71,96.68,37.8,3.63
2024-02,Delhi,Janakpuri,Jio,0.77,30.49,99.49,24.9,2.29
2024-02,Delhi,Janakpuri,Airtel,0.68,31.76,99.26,43.0,1.14
2024-02,Delhi,Janakpuri,Vi,1.37,19.74,98.01,32.5,0.99
2024-02,Delhi,Janakpuri,BSNL,2.81,9.22,96.35,45.3,4.79
2024-02,Delhi,Janakpuri,MTNL,2.63,9.66,96.75,53.4,4.93
2024-02,Delhi,Laxmi Nagar,Jio,0.75,30.71,98.99,26.7,3.45
2024-02,Delhi,Laxmi Nagar,Airtel,0.65,32.22,99.54,52.1,0.56
2024-02,Delhi,Laxmi Nagar,Vi,1.38,16.32,98.36,67.7,4.93
2024-02,Delhi,Laxmi Nagar,BSNL,3.13,8.38,96.73,60.3,2.86
2024-02,Delhi,Laxmi Nagar,MTNL,2.52,10.4,96.85,56.9,2.3
2024-02,Delhi,Saket,Jio,1.04,26.41,99.34,63.8,2.82
2024-02,Delhi,Saket,Airtel,0.66,32.6,99.17,37.1,2.4
2024-02,Delhi,Saket,Vi,1.6,16.94,97.89,56.5,3.56
2024-02,Delhi,Saket,BSNL,2.65,6.17,96.29,74.1,3.53
2024-02,Delhi,Saket,MTNL,2.85,10.32,97.08,46.3,3.2
2024-02,Delhi,Pitampura,Jio,0.96,26.02,98.92,28.7,2.8
2024-02,Delhi,Pitampura,Airtel,0.76,32.7,99.58,69.3,4.9
2024-02,Delhi,Pitampura,Vi,1.53,17.74,97.98,40.4,1.96
2024-02,Delhi,Pitampura,BSNL,2.84,6.37,96.58,54.1,2.58
2024-02,Delhi,Pitampura,MTNL,2.35,7.47,96.83,22.2,3.76
2024-02,Delhi,Karol Bagh,Jio,1.2,28.99,99.33,46.3,3.5
2024-02,Delhi,Karol Bagh,Airtel,0.89,34.12,99.53,64.9,3.0
2024-02,Delhi,Karol Bagh,Vi,1.49,18.29,98.04,36.0,0.65
2024-02,Delhi,Karol Bagh,BSNL,3.0,10.5,96.76,54.8,0.92
2024-02,Delhi,Karol Bagh,MTNL,2.83,10.74,96.65,68.2,2.62
2024-02,Delhi,Shahdara,Jio,1.13,27.24,99.38,62.7,0.56
2024-02,Delhi,Shahdara,Airtel,0.84,33.58,99.19,51.9,1.87
2024-02,Delhi,Shahdara,Vi,1.62,18.7,98.17,24.4,1.12
2024-02,Delhi,Shahdara,BSNL,2.93,6.91,96.5,61.4,4.14
2024-02,Delhi,Shahdara,MTNL,2.39,10.71,96.72,60.7,1.15
2024-02,Delhi,Vasant Kunj,Jio,0.91,30.19,98.96,69.7,2.54
2024-02,Delhi,Vasant Kunj,Airtel,0.99,34.79,99.2,60.5,1.56
2024-02,Delhi,Vasant Kunj,Vi,1.28,19.14,97.86,47.9,3.36
2024-02,Delhi,Vasant Kunj,BSNL,2.9,9.49,96.68,72.3,3.02
2024-02,Delhi,Vasant Kunj,MTNL,2.47,9.55,96.73,33.6,2.88
2024-02,Odisha,Bhubaneswar,Jio,0.85,22.57,98.79,104.0,6.04
2024-02,Odisha,Bhubaneswar,Airtel,0.76,23.43,98.58,69.6,0.92
2024-02,Odisha,Bhubaneswar,Vi,2.18,12.16,97.43,95.7,6.2
2024-02,Odisha,Bhubaneswar,BSNL,3.72,6.6,95.98,57.8,2.55
2024-02,Odisha,Bhubaneswar,MTNL,3.49,7.9,96.19,33.9,1.05
2024-02,Odisha,Cuttack,Jio,1.15,22.64,98.69,95.8,5.42
2024-02,Odisha,Cuttack,Airtel,0.79,26.59,98.91,90.6,5.58
2024-02,Odisha,Cuttack,Vi,1.83,13.16,97.53,49.3,2.7
2024-02,Odisha,Cuttack,BSNL,3.48,9.11,95.79,86.8,6.46
2024-02,Odisha,Cuttack,MTNL,3.63,8.09,96.22,50.1,5.69
2024-02,Odisha,Rourkela,Jio,1.04,20.07,98.48,50.6,4.85
2024-02,Odisha,Rourkela,Airtel,0.81,24.2,98.55,92.2,4.89
2024-02,Odisha,Rourkela,Vi,1.88,14.0,97.3,56.0,5.95
2024-02,Odisha,Rourkela,BSNL,3.52,7.98,95.63,50.3,5.6
2024-02,Odisha,Rourkela,MTNL,3.32,8.44,95.96,79.3,5.44
2024-02,Odisha,Brahmapur,Jio,1.32,21.73,98.84,70.8,5.43
2024-02,Odisha,Brahmapur,Airtel,0.84,23.67,98.95,76.4,4.61
2024-02,Odisha,Brahmapur,Vi,1.76,13.84,97.36,31.3,1.84
2024-02,Odisha,Brahmapur,BSNL,4.04,5.32,95.7,80.4,4.17
2024-02,Odisha,Brahmapur,MTNL,3.5,8.19,96.03,65.1,1.68
2024-02,Odisha,Sambalpur,Jio,0.99,24.47,98.74,87.1,0.83
2024-02,Odisha,Sambalpur,Airtel,0.94,25.39,98.59,92.2,1.47
2024-02,Odisha,Sambalpur,Vi,2.0,14.61,97.71,50.3,2.31
2024-02,Odisha,Sambalpur,BSNL,3.95,5.26,96.05,40.9,5.77
2024-02,Odisha,Sambalpur,MTNL,3.55,8.86,96.19,28.6,1.42
2024-02,Odisha,Puri,Jio,1.11,19.76,98.34,35.8,2.18
2024-02,Odisha,Puri,Airtel,1.16,22.86,99.09,47.4,2.52
2024-02,Odisha,Puri,Vi,1.77,14.86,97.21,33.3,1.23
2024-02,Odisha,Puri,BSNL,3.84,5.8,95.86,100.1,1.82
2024-02,Odisha,Puri,MTNL,3.09,7.13,96.0,37.3,3.05
2024-02,Odisha,Balasore,Jio,1.24,20.75,98.83,54.3,6.11
2024-02,Odisha,Balasore,Airtel,1.01,26.25,99.01,67.3,5.62
2024-02,Odisha,Balasore,Vi,1.85,13.66,97.68,44.8,4.84
2024-02,Odisha,Balasore,BSNL,3.49,7.33,96.17,61.6,3.08
2024-02,Odisha,Balasore,MTNL,3.37,8.52,96.12,26.0,3.59
2024-02,Odisha,Bhadrak,Jio,1.09,22.2,98.73,48.1,3.61
2024-02,Odisha,Bhadrak,Airtel,0.86,24.91,98.71,54.8,4.04
2024-02,Odisha,Bhadrak,Vi,2.03,11.91,97.73,54.4,4.42
2024-02,Odisha,Bhadrak,BSNL,3.51,7.01,96.01,38.3,5.99
2024-02,Odisha,Bhadrak,MTNL,3.5,7.59,96.0,93.5,1.05
2024-02,Odisha,Baripada,Jio,0.91,23.03,98.45,61.8,3.8
2024-02,Odisha,Baripada,Airtel,0.98,23.03,98.94,44.7,4.97
2024-02,Odisha,Baripada,Vi,2.14,14.53,97.62,28.9,0.86
2024-02,Odisha,Baripada,BSNL,3.56,5.95,95.71,75.5,2.27
2024-02,Odisha,Baripada,MTNL,3.56,7.73,96.13,95.7,5.5
2024-02,Odisha,Jharsuguda,Jio,1.33,23.18,98.67,54.6,3.12
2024-02,Odisha,Jharsuguda,Airtel,1.1,23.48,99.0,99.2,1.22
2024-02,Odisha,Jharsuguda,Vi,1.63,12.56,97.66,34.4,2.83
2024-02,Odisha,Jharsuguda,BSNL,3.48,6.32,95.96,75.0,3.69
2024-02,Odisha,Jharsuguda,MTNL,3.61,7.58,96.42,103.5,1.99
2024-02,Assam,Guwahati,Jio,1.0,22.15,98.41,70.0,4.65
2024-02,Assam,Guwahati,Airtel,0.75,26.02,98.6,49.3,4.97
2024-02,Assam,Guwahati,Vi,1.72,14.5,97.55,38.8,2.26
2024-02,Assam,Guwahati,BSNL,3.8,6.46,96.0,92.7,1.44
2024-02,Assam,Guwahati,MTNL,3.09,8.26,96.36,61.0,2.95
2024-02,Assam,Silchar,Jio,1.2,22.3,98.59,89.9,1.66
2024-02,Assam,Silchar,Airtel,1.12,26.32,99.04,99.7,3.62
2024-02,Assam,Silchar,Vi,1.88,14.37,97.64,27.3,1.67
2024-02,Assam,Silchar,BSNL,3.98,5.13,95.74,99.3,2.37
2024-02,Assam,Silchar,MTNL,3.22,9.54,96.13,64.5,3.93
2024-02,Assam,Dibrugarh,Jio,1.36,19.93,98.46,71.8,3.19
2024-02,Assam,Dibrugarh,Airtel,0.88,24.66,99.08,27.6,1.51
2024-02,Assam,Dibrugarh,Vi,1.63,14.81,97.21,61.4,5.68
2024-02,Assam,Dibrugarh,BSNL,3.5,5.98,95.83,54.3,4.91
2024-02,Assam,Dibrugarh,MTNL,3.05,8.82,96.4,59.7,5.84
2024-02,Assam,Jorhat,Jio,1.07,23.01,98.53,29.0,1.14
2024-02,Assam,Jorhat,Airtel,0.98,27.57,98.61,95.9,6.03
2024-02,Assam,Jorhat,Vi,1.87,14.16,97.5,86.1,1.37
2024-02,Assam,Jorhat,BSNL,3.64,5.01,96.13,31.5,5.02
2024-02,Assam,Jorhat,MTNL,3.31,8.5,96.43,52.5,1.98
2024-02,Assam,Nagaon,Jio,1.23,24.53,98.74,88.1,4.33
2024-02,Assam,Nagaon,Airtel,0.93,25.89,98.58,64.1,4.0
2024-02,Assam,Nagaon,Vi,2.16,16.44,97.24,75.3,5.31
2024-02,Assam,Nagaon,BSNL,3.76,4.63,95.74,50.5,4.53
2024-02,Assam,Nagaon,MTNL,3.09,7.67,95.97,56.8,3.14
2024-02,Assam,Tinsukia,Jio,1.11,23.09,98.35,46.9,4.4
2024-02,Assam,Tinsukia,Airtel,1.28,25.72,99.03,101.5,5.82
2024-02,Assam,Tinsukia,Vi,2.2,15.73,97.73,64.3,2.67
2024-02,Assam,Tinsukia,BSNL,4.04,4.64,96.17,59.6,0.78
2024-02,Assam,Tinsukia,MTNL,3.53,7.14,96.38,29.5,6.35
2024-02,Assam,Tezpur,Jio,1.24,19.78,98.3,72.3,6.36
2024-02,Assam,Tezpur,Airtel,1.02,24.38,99.06,102.7,5.24
2024-02,Assam,Tezpur,Vi,2.05,11.86,97.39,98.2,2.8
2024-02,Assam,Tezpur,BSNL,3.64,6.84,95.87,93.0,1.13
