month,state,city,operator,wireless_subs,wireline_subs,market_share_perc,mom_growth_perc
2024-01,Uttar Pradesh,Kanpur,Airtel,679221,24525,30.42,2.35
2024-01,Uttar Pradesh,Kanpur,Vi,353900,8120,15.85,3.08
2024-01,Uttar Pradesh,Kanpur,BSNL,260345,11979,11.66,-2.0
2024-01,Uttar Pradesh,Kanpur,MTNL,85963,1311,3.85,-0.8
2024-01,Uttar Pradesh,Agra,Jio,2313728,97877,36.88,1.17
2024-01,Uttar Pradesh,Agra,Airtel,1945463,89175,31.01,3.79
2024-01,Uttar Pradesh,Agra,Vi,987475,28479,15.74,-1.1
2024-01,Uttar Pradesh,Agra,BSNL,663753,20366,10.58,3.93
2024-01,Uttar Pradesh,Agra,MTNL,362617,7874,5.78,1.51
2024-01,Uttar Pradesh,Varanasi,Jio,1073646,37315,36.45,-0.3
2024-01,Uttar Pradesh,Varanasi,Airtel,871877,24181,29.6,-2.36
2024-01,Uttar Pradesh,Varanasi,Vi,496027,6435,16.84,2.63
2024-01,Uttar Pradesh,Varanasi,BSNL,372609,5811,12.65,2.04
2024-01,Uttar Pradesh,Varanasi,MTNL,131665,5049,4.47,3.98
2024-01,Uttar Pradesh,Prayagraj,Jio,2779187,131426,37.76,0.2
2024-01,Uttar Pradesh,Prayagraj,Airtel,2152104,47841,29.24,-0.68
2024-01,Uttar Pradesh,Prayagraj,Vi,1201910,53351,16.33,1.89
2024-01,Uttar Pradesh,Prayagraj,BSNL,772078,34916,10.49,-1.74
2024-01,Uttar Pradesh,Prayagraj,MTNL,454856,13209,6.18,1.9
2024-01,Uttar Pradesh,Meerut,Jio,2299610,111767,38.72,-2.19
2024-01,Uttar Pradesh,Meerut,Airtel,1786474,60462,30.08,-0.2
2024-01,Uttar Pradesh,Meerut,Vi,942531,13307,15.87,-2.39
2024-01,Uttar Pradesh,Meerut,BSNL,694872,14242,11.7,-1.81
2024-01,Uttar Pradesh,Meerut,MTNL,215588,10264,3.63,-0.91
2024-01,Uttar Pradesh,Ghaziabad,Jio,670707,25031,36.46,2.55
2024-01,Uttar Pradesh,Ghaziabad,Airtel,547640,10208,29.77,3.43
2024-01,Uttar Pradesh,Ghaziabad,Vi,297274,8290,16.16,-1.5
2024-01,Uttar Pradesh,Ghaziabad,BSNL,213390,8960,11.6,-0.18
2024-01,Uttar Pradesh,Ghaziabad,MTNL,110558,1919,6.01,-0.83
2024-01,Uttar Pradesh,Noida,Jio,906112,13895,37.5,1.39
2024-01,Uttar Pradesh,Noida,Airtel,731655,34270,30.28,-2.45
2024-01,Uttar Pradesh,Noida,Vi,418261,15362,17.31,2.6
2024-01,Uttar Pradesh,Noida,BSNL,242354,9640,10.03,-2.37
2024-01,Uttar Pradesh,Noida,MTNL,118157,2003,4.89,-1.89
2024-01,Uttar Pradesh,Bareilly,Jio,796661,32616,36.9,0.75
2024-01,Uttar Pradesh,Bareilly,Airtel,654169,8431,30.3,-1.42
2024-01,Uttar Pradesh,Bareilly,Vi,341117,15594,15.8,1.37
2024-01,Uttar Pradesh,Bareilly,BSNL,273973,4759,12.69,2.07
2024-01,Uttar Pradesh,Bareilly,MTNL,93267,4003,4.32,-0.35
2024-01,Uttar Pradesh,Moradabad,Jio,1117802,27542,35.8,0.58
2024-01,Uttar Pradesh,Moradabad,Airtel,950132,21595,30.43,1.48
2024-01,Uttar Pradesh,Moradabad,Vi,542352,6802,17.37,2.7
2024-01,Uttar Pradesh,Moradabad,BSNL,360944,6109,11.56,1.62
2024-01,Uttar Pradesh,Moradabad,MTNL,150809,4221,4.83,2.53
2024-01,Gujarat,Ahmedabad,Jio,753875,23902,36.07,1.99
2024-01,Gujarat,Ahmedabad,Airtel,658779,12626,31.52,3.27
2024-01,Gujarat,Ahmedabad,Vi,324791,9501,15.54,-0.5
2024-01,Gujarat,Ahmedabad,BSNL,269823,12424,12.91,3.08
2024-01,Gujarat,Ahmedabad,MTNL,82974,3184,3.97,-0.61
2024-01,Gujarat,Surat,Jio,900157,37948,37.45,1.52
2024-01,Gujarat,Surat,Airtel,692484,18554,28.81,1.59
2024-01,Gujarat,Surat,Vi,361264,4950,15.03,2.38
2024-01,Gujarat,Surat,BSNL,311028,9837,12.94,3.72
2024-01,Gujarat,Surat,MTNL,138689,4923,5.77,-1.51
2024-01,Gujarat,Vadodara,Jio,807573,13759,36.99,2.67
2024-01,Gujarat,Vadodara,Airtel,668283,29831,30.61,2.88
2024-01,Gujarat,Vadodara,Vi,359794,11471,16.48,2.9
2024-01,Gujarat,Vadodara,BSNL,241900,10066,11.08,2.91
2024-01,Gujarat,Vadodara,MTNL,105449,5196,4.83,2.77
2024-01,Gujarat,Rajkot,Jio,339255,8317,37.56,-0.72
2024-01,Gujarat,Rajkot,Airtel,277835,9661,30.76,-0.11
2024-01,Gujarat,Rajkot,Vi,154995,5790,17.16,2.45
2024-01,Gujarat,Rajkot,BSNL,94930,1660,10.51,3.48
2024-01,Gujarat,Rajkot,MTNL,36219,1502,4.01,1.57
2024-01,Gujarat,Bhavnagar,Jio,1357254,56440,36.22,2.04
2024-01,Gujarat,Bhavnagar,Airtel,1160898,27339,30.98,3.96
2024-01,Gujarat,Bhavnagar,Vi,617921,17617,16.49,-0.49
2024-01,Gujarat,Bhavnagar,BSNL,436929,16389,11.66,-1.05
2024-01,Gujarat,Bhavnagar,MTNL,174247,7531,4.65,1.92
2024-01,Gujarat,Jamnagar,Jio,1571300,63982,38.5,-1.08
2024-01,Gujarat,Jamnagar,Airtel,1265202,41089,31.0,1.74
2024-01,Gujarat,Jamnagar,Vi,627295,25690,15.37,2.55
2024-01,Gujarat,Jamnagar,BSNL,442004,17107,10.83,-1.11
2024-01,Gujarat,Jamnagar,MTNL,175087,5557,4.29,-0.61
2024-01,Gujarat,Junagadh,Jio,544239,15495,36.11,-0.76
2024-01,Gujarat,Junagadh,Airtel,460893,19677,30.58,-1.9
2024-01,Gujarat,Junagadh,Vi,267070,10199,17.72,0.92
2024-01,Gujarat,Junagadh,BSNL,163829,3223,10.87,0.7
2024-01,Gujarat,Junagadh,MTNL,71138,3073,4.72,0.4
2024-01,Gujarat,Gandhinagar,Jio,561009,19872,37.63,-1.63
2024-01,Gujarat,Gandhinagar,Airtel,456351,22722,30.61,0.59
2024-01,Gujarat,Gandhinagar,Vi,228995,8525,15.36,3.35
2024-01,Gujarat,Gandhinagar,BSNL,169212,1907,11.35,1.41
2024-01,Gujarat,Gandhinagar,MTNL,75437,2384,5.06,-2.13
2024-01,Gujarat,Anand,Jio,596418,17818,35.46,-0.71
2024-01,Gujarat,Anand,Airtel,514339,12714,30.58,-2.29
2024-01,Gujarat,Anand,Vi,290808,4776,17.29,0.03
2024-01,Gujarat,Anand,BSNL,211252,5194,12.56,-0.69
2024-01,Gujarat,Anand,MTNL,69128,1328,4.11,2.37
2024-01,Gujarat,Bharuch,Jio,231795,6646,37.65,-1.96
2024-01,Gujarat,Bharuch,Airtel,187529,6802,30.46,-0.22
2024-01,Gujarat,Bharuch,Vi,97643,2553,15.86,2.9
2024-01,Gujarat,Bharuch,BSNL,63228,979,10.27,-0.29
2024-01,Gujarat,Bharuch,MTNL,35461,870,5.76,-2.48
2024-01,Rajasthan,Jaipur,Jio,1387777,50337,36.74,0.58
2024-01,Rajasthan,Jaipur,Airtel,1135454,23703,30.06,2.01
2024-01,Rajasthan,Jaipur,Vi,619098,22738,16.39,3.02
2024-01,Rajasthan,Jaipur,BSNL,485759,21934,12.86,1.15
2024-01,Rajasthan,Jaipur,MTNL,149203,3435,3.95,0.94
2024-01,Rajasthan,Jodhpur,Jio,323492,7518,37.54,-2.35
2024-01,Rajasthan,Jodhpur,Airtel,256536,11272,29.77,3.8
2024-01,Rajasthan,Jodhpur,Vi,132706,3165,15.4,-2.08
2024-01,Rajasthan,Jodhpur,BSNL,98323,2129,11.41,2.69
2024-01,Rajasthan,Jodhpur,MTNL,50669,1605,5.88,-0.0
2024-01,Rajasthan,Udaipur,Jio,658046,21315,36.83,-0.16
2024-01,Rajasthan,Udaipur,Airtel,545661,23238,30.54,3.68
2024-01,Rajasthan,Udaipur,Vi,287839,7528,16.11,-2.23
2024-01,Rajasthan,Udaipur,BSNL,211904,4149,11.86,-1.84
2024-01,Rajasthan,Udaipur,MTNL,83260,1980,4.66,1.69
2024-01,Rajasthan,Kota,Jio,949804,19560,36.46,1.35
2024-01,Rajasthan,Kota,Airtel,800534,21646,30.73,-0.08
2024-01,Rajasthan,Kota,Vi,439473,7621,16.87,1.1
2024-01,Rajasthan,Kota,BSNL,280564,10990,10.77,1.21
2024-01,Rajasthan,Kota,MTNL,134942,1723,5.18,3.51
2024-01,Rajasthan,Bikaner,Jio,488317,20836,36.49,4.06
2024-01,Rajasthan,Bikaner,Airtel,404812,17662,30.25,-0.25
2024-01,Rajasthan,Bikaner,Vi,213045,8191,15.92,0.92
2024-01,Rajasthan,Bikaner,BSNL,170623,7074,12.75,-1.5
2024-01,Rajasthan,Bikaner,MTNL,61424,2182,4.59,2.53
2024-01,Rajasthan,Ajmer,Jio,1303658,48670,37.29,0.37
2024-01,Rajasthan,Ajmer,Airtel,1076768,23191,30.8,-2.47
2024-01,Rajasthan,Ajmer,Vi,543628,8784,15.55,-2.51
2024-01,Rajasthan,Ajmer,BSNL,346104,11734,9.9,1.81
2024-01,Rajasthan,Ajmer,MTNL,225841,9185,6.46,-1.28
2024-01,Rajasthan,Bhilwara,Jio,284111,4719,37.04,1.5
2024-01,Rajasthan,Bhilwara,Airtel,235634,4549,30.72,2.51
2024-01,Rajasthan,Bhilwara,Vi,132544,4739,17.28,1.17
2024-01,Rajasthan,Bhilwara,BSNL,77164,3318,10.06,0.75
2024-01,Rajasthan,Bhilwara,MTNL,37508,779,4.89,1.53
2024-01,Rajasthan,Alwar,Jio,921661,36160,36.67,1.33
2024-01,Rajasthan,Alwar,Airtel,772114,12978,30.72,-1.19
2024-01,Rajasthan,Alwar,Vi,412448,13848,16.41,-1.71
2024-01,Rajasthan,Alwar,BSNL,262901,10241,10.46,-1.12
2024-01,Rajasthan,Alwar,MTNL,144268,6696,5.74,3.35
2024-01,Rajasthan,Sikar,Jio,430551,6742,34.82,-1.7
2024-01,Rajasthan,Sikar,Airtel,383440,13122,31.01,2.88
2024-01,Rajasthan,Sikar,Vi,211566,9733,17.11,-0.67
2024-01,Rajasthan,Sikar,BSNL,152708,3488,12.35,-1.84
2024-01,Rajasthan,Sikar,MTNL,58239,2386,4.71,-0.71
2024-01,Rajasthan,Pali,Jio,888198,27596,37.28,2.96
2024-01,Rajasthan,Pali,Airtel,705460,13013,29.61,-1.65
2024-01,Rajasthan,Pali,Vi,397640,14934,16.69,-2.17
2024-01,Rajasthan,Pali,BSNL,248019,4900,10.41,3.41
2024-01,Rajasthan,Pali,MTNL,143188,2192,6.01,-0.06
2024-01,West Bengal,Kolkata,Jio,2144941,24398,35.12,-1.75
2024-01,West Bengal,Kolkata,Airtel,1837125,72583,30.08,2.4
2024-01,West Bengal,Kolkata,Vi,1037658,35499,16.99,2.2
2024-01,West Bengal,Kolkata,BSNL,720680,31942,11.8,1.05
2024-01,West Bengal,Kolkata,MTNL,367058,17579,6.01,2.01
2024-01,West Bengal,Howrah,Jio,831293,36104,35.92,1.88
2024-01,West Bengal,Howrah,Airtel,696139,16157,30.08,-1.48
2024-01,West Bengal,Howrah,Vi,391809,7636,16.93,2.91
2024-01,West Bengal,Howrah,BSNL,265912,10063,11.49,0.46
2024-01,West Bengal,Howrah,MTNL,129368,1445,5.59,-0.77
2024-01,West Bengal,Durgapur,Jio,1321579,15883,36.17,3.83
2024-01,West Bengal,Durgapur,Airtel,1131947,26716,30.98,1.59
2024-01,West Bengal,Durgapur,Vi,588261,22011,16.1,-1.66
2024-01,West Bengal,Durgapur,BSNL,398264,17091,10.9,1.22
2024-01,West Bengal,Durgapur,MTNL,214112,4949,5.86,3.03
2024-01,West Bengal,Asansol,Jio,1007992,26894,36.27,3.52
2024-01,West Bengal,Asansol,Airtel,838465,26443,30.17,-0.2
2024-01,West Bengal,Asansol,Vi,451053,17481,16.23,1.48
2024-01,West Bengal,Asansol,BSNL,351282,7818,12.64,-0.56
2024-01,West Bengal,Asansol,MTNL,130063,3358,4.68,-2.03
2024-01,West Bengal,Siliguri,Jio,781320,35107,35.52,1.14
2024-01,West Bengal,Siliguri,Airtel,674197,18569,30.65,2.77
2024-01,West Bengal,Siliguri,Vi,373722,7378,16.99,3.04
2024-01,West Bengal,Siliguri,BSNL,268139,8460,12.19,3.35
2024-01,West Bengal,Siliguri,MTNL,102504,1851,4.66,3.58
2024-01,West Bengal,Bardhaman,Jio,1173872,38532,35.29,2.41
2024-01,West Bengal,Bardhaman,Airtel,1015538,34874,30.53,-1.48
2024-01,West Bengal,Bardhaman,Vi,551510,9305,16.58,-1.65
2024-01,West Bengal,Bardhaman,BSNL,428102,8009,12.87,-0.37
2024-01,West Bengal,Bardhaman,MTNL,157336,6228,4.73,-2.1
2024-01,West Bengal,Malda,Jio,1820654,76064,36.6,3.33
2024-01,West Bengal,Malda,Airtel,1483882,18355,29.83,2.52
2024-01,West Bengal,Malda,Vi,861079,37983,17.31,3.89
2024-01,West Bengal,Malda,BSNL,599920,11700,12.06,-0.09
2024-01,West Bengal,Malda,MTNL,208927,10163,4.2,-1.89
2024-01,West Bengal,Baharampur,Jio,522366,15585,36.65,-0.67
2024-01,West Bengal,Baharampur,Airtel,421884,7405,29.6,3.72
2024-01,West Bengal,Baharampur,Vi,249994,8112,17.54,1.38
2024-01,West Bengal,Baharampur,BSNL,153218,6330,10.75,-1.97
2024-01,West Bengal,Baharampur,MTNL,77963,3005,5.47,-1.43
2024-01,West Bengal,Habra,Jio,1453161,41429,35.17,0.21
2024-01,West Bengal,Habra,Airtel,1292433,49280,31.28,0.94
2024-01,West Bengal,Habra,Vi,635061,22403,15.37,0.51
2024-01,West Bengal,Habra,BSNL,509453,16448,12.33,-1.27
2024-01,West Bengal,Habra,MTNL,241298,2947,5.84,-0.19
2024-01,West Bengal,Kharagpur,Jio,1305714,58910,36.66,2.76
2024-01,West Bengal,Kharagpur,Airtel,1056040,15860,29.65,2.53
2024-01,West Bengal,Kharagpur,Vi,564527,18778,15.85,0.5
2024-01,West Bengal,Kharagpur,BSNL,424197,13960,11.91,-2.45
2024-01,West Bengal,Kharagpur,MTNL,211564,2688,5.94,0.92
2024-01,Andhra Pradesh,Visakhapatnam,Jio,336201,9013,34.7,-1.73
2024-01,Andhra Pradesh,Visakhapatnam,Airtel,297446,13093,30.7,0.47
2024-01,Andhra Pradesh,Visakhapatnam,Vi,163159,5293,16.84,-0.51
2024-01,Andhra Pradesh,Visakhapatnam,BSNL,121691,3766,12.56,2.58
2024-01,Andhra Pradesh,Visakhapatnam,MTNL,50381,1939,5.2,3.93
2024-01,Andhra Pradesh,Vijayawada,Jio,846069,12753,35.33,-0.23
2024-01,Andhra Pradesh,Vijayawada,Airtel,737586,21371,30.8,-0.96
2024-01,Andhra Pradesh,Vijayawada,Vi,371667,3901,15.52,0.5
2024-01,Andhra Pradesh,Vijayawada,BSNL,287850,9057,12.02,1.57
2024-01,Andhra Pradesh,Vijayawada,MTNL,151827,6542,6.34,-0.86
2024-01,Andhra Pradesh,Guntur,Jio,496583,9126,35.75,-0.75
2024-01,Andhra Pradesh,Guntur,Airtel,435048,10581,31.32,1.75
2024-01,Andhra Pradesh,Guntur,Vi,218635,9335,15.74,1.0
2024-01,Andhra Pradesh,Guntur,BSNL,159462,2442,11.48,0.4
2024-01,Andhra Pradesh,Guntur,MTNL,79453,1200,5.72,-1.93
2024-01,Andhra Pradesh,Nellore,Jio,700679,22487,35.86,-2.26
2024-01,Andhra Pradesh,Nellore,Airtel,582075,24940,29.79,1.09
2024-01,Andhra Pradesh,Nellore,Vi,309111,10847,15.82,-2.12
2024-01,Andhra Pradesh,Nellore,BSNL,249712,10636,12.78,2.91
2024-01,Andhra Pradesh,Nellore,MTNL,112350,5093,5.75,0.93
2024-01,Andhra Pradesh,Kurnool,Jio,824201,9056,35.85,-1.6
2024-01,Andhra Pradesh,Kurnool,Airtel,683500,16292,29.73,1.53
2024-01,Andhra Pradesh,Kurnool,Vi,394972,11044,17.18,-1.23
2024-01,Andhra Pradesh,Kurnool,BSNL,259560,8712,11.29,1.18
2024-01,Andhra Pradesh,Kurnool,MTNL,136792,4237,5.95,-1.91
2024-01,Andhra Pradesh,Tirupati,Jio,1567800,77553,36.88,2.36
2024-01,Andhra Pradesh,Tirupati,Airtel,1323363,45135,31.13,-1.38
2024-01,Andhra Pradesh,Tirupati,Vi,667845,22343,15.71,2.65
2024-01,Andhra Pradesh,Tirupati,BSNL,507154,20024,11.93,2.56
2024-01,Andhra Pradesh,Tirupati,MTNL,184922,4199,4.35,-0.37
2024-01,Andhra Pradesh,Rajahmundry,Jio,1079481,11471,35.25,2.08
2024-01,Andhra Pradesh,Rajahmundry,Airtel,951781,41096,31.08,-1.95
2024-01,Andhra Pradesh,Rajahmundry,Vi,516620,14292,16.87,-1.49
2024-01,Andhra Pradesh,Rajahmundry,BSNL,367483,12655,12.0,2.61
2024-01,Andhra Pradesh,Rajahmundry,MTNL,146993,5389,4.8,-0.43
2024-01,Andhra Pradesh,Kakinada,Jio,603852,27284,37.59,-2.03
2024-01,Andhra Pradesh,Kakinada,Airtel,495900,6807,30.87,2.81
2024-01,Andhra Pradesh,Kakinada,Vi,279677,9027,17.41,-0.0
2024-01,Andhra Pradesh,Kakinada,BSNL,164657,5291,10.25,3.21
2024-01,Andhra Pradesh,Kakinada,MTNL,62328,2510,3.88,2.0
2024-01,Andhra Pradesh,Eluru,Jio,1601057,33894,37.01,-0.94
2024-01,Andhra Pradesh,Eluru,Airtel,1367020,58657,31.6,-0.08
2024-01,Andhra Pradesh,Eluru,Vi,646306,8198,14.94,-1.92
2024-01,Andhra Pradesh,Eluru,BSNL,520419,8297,12.03,3.34
2024-01,Andhra Pradesh,Eluru,MTNL,191209,5181,4.42,3.45
2024-01,Andhra Pradesh,Ongole,Jio,551712,6691,36.5,3.92
2024-01,Andhra Pradesh,Ongole,Airtel,454822,5606,30.09,-1.34
2024-01,Andhra Pradesh,Ongole,Vi,254089,9433,16.81,-1.54
2024-01,Andhra Pradesh,Ongole,BSNL,173071,2470,11.45,-1.5
2024-01,Andhra Pradesh,Ongole,MTNL,77995,973,5.16,-0.87
2024-01,Telangana,Hyderabad,Jio,323238,8758,37.11,2.46
2024-01,Telangana,Hyderabad,Airtel,262615,5590,30.15,0.65
2024-01,Telangana,Hyderabad,Vi,136925,6519,15.72,2.15
2024-01,Telangana,Hyderabad,BSNL,102955,2627,11.82,1.05
2024-01,Telangana,Hyderabad,MTNL,45380,1189,5.21,-1.77
2024-01,Telangana,Warangal,Jio,375182,17540,38.09,0.37
2024-01,Telangana,Warangal,Airtel,292246,13135,29.67,0.22
2024-01,Telangana,Warangal,Vi,150998,4712,15.33,-0.49
2024-01,Telangana,Warangal,BSNL,125586,4561,12.75,-0.43
2024-01,Telangana,Warangal,MTNL,40975,775,4.16,-1.97
2024-01,Telangana,Nizamabad,Jio,446701,20940,37.78,0.84
2024-01,Telangana,Nizamabad,Airtel,356249,17504,30.13,2.27
2024-01,Telangana,Nizamabad,Vi,186224,7901,15.75,-0.02
2024-01,Telangana,Nizamabad,BSNL,141057,2166,11.93,1.98
2024-01,Telangana,Nizamabad,MTNL,52142,1370,4.41,3.67
2024-01,Telangana,Karimnagar,Jio,212869,6623,36.77,0.11
2024-01,Telangana,Karimnagar,Airtel,170608,5889,29.47,2.52
2024-01,Telangana,Karimnagar,Vi,100963,4810,17.44,-0.83
2024-01,Telangana,Karimnagar,BSNL,60844,2913,10.51,3.75
2024-01,Telangana,Karimnagar,MTNL,33577,1428,5.8,3.23
2024-01,Telangana,Khammam,Jio,386395,13319,35.17,2.94
2024-01,Telangana,Khammam,Airtel,339483,13127,30.9,2.08
2024-01,Telangana,Khammam,Vi,189627,3096,17.26,-0.5
2024-01,Telangana,Khammam,BSNL,116237,3595,10.58,-1.77
2024-01,Telangana,Khammam,MTNL,66907,1949,6.09,0.39
2024-01,Telangana,Ramagundam,Jio,184109,6826,36.14,2.89
2024-01,Telangana,Ramagundam,Airtel,157924,3326,31.0,-2.15
2024-01,Telangana,Ramagundam,Vi,89253,2741,17.52,-2.28
2024-01,Telangana,Ramagundam,BSNL,59807,1593,11.74,-2.38
2024-01,Telangana,Ramagundam,MTNL,18339,348,3.6,0.03
2024-01,Telangana,Mahbubnagar,Jio,549306,9785,37.63,1.77
2024-01,Telangana,Mahbubnagar,Airtel,422891,9568,28.97,0.6
2024-01,Telangana,Mahbubnagar,Vi,247720,10760,16.97,-1.65
2024-01,Telangana,Mahbubnagar,BSNL,182323,6342,12.49,3.63
2024-01,Telangana,Mahbubnagar,MTNL,57514,707,3.94,-2.11
2024-01,Telangana,Nalgonda,Jio,533313,21223,36.64,-0.09
2024-01,Telangana,Nalgonda,Airtel,452385,6052,31.08,1.57
2024-01,Telangana,Nalgonda,Vi,252974,5060,17.38,2.01
2024-01,Telangana,Nalgonda,BSNL,152105,6997,10.45,0.93
2024-01,Telangana,Nalgonda,MTNL,64626,2195,4.44,0.84
2024-01,Telangana,Adilabad,Jio,399947,4210,37.2,3.71
2024-01,Telangana,Adilabad,Airtel,320065,14247,29.77,2.39
2024-01,Telangana,Adilabad,Vi,176536,8703,16.42,-2.2
2024-01,Telangana,Adilabad,BSNL,111490,3976,10.37,3.02
2024-01,Telangana,Adilabad,MTNL,67087,1010,6.24,1.3
2024-01,Telangana,Suryapet,Jio,753309,22996,36.85,0.43
2024-01,Telangana,Suryapet,Airtel,600808,12069,29.39,3.08
2024-01,Telangana,Suryapet,Vi,345275,6347,16.89,3.34
2024-01,Telangana,Suryapet,BSNL,244697,5967,11.97,-2.33
2024-01,Telangana,Suryapet,MTNL,100168,1676,4.9,3.27
2024-01,Kerala,Thiruvananthapuram,Jio,130866,3209,36.49,-0.68
2024-01,Kerala,Thiruvananthapuram,Airtel,109348,3447,30.49,-2.1
2024-01,Kerala,Thiruvananthapuram,Vi,61111,2474,17.04,-1.86
2024-01,Kerala,Thiruvananthapuram,BSNL,43610,909,12.16,2.59
2024-01,Kerala,Thiruvananthapuram,MTNL,13699,165,3.82,1.79
2024-01,Kerala,Kochi,Jio,409331,8178,37.15,-1.15
2024-01,Kerala,Kochi,Airtel,343111,11465,31.14,2.66
2024-01,Kerala,Kochi,Vi,170784,7691,15.5,0.24
2024-01,Kerala,Kochi,BSNL,129355,3223,11.74,1.97
2024-01,Kerala,Kochi,MTNL,49252,2029,4.47,-0.85
2024-01,Kerala,Kozhikode,Jio,453552,18301,36.41,3.32
2024-01,Kerala,Kozhikode,Airtel,373580,16861,29.99,0.06
2024-01,Kerala,Kozhikode,Vi,222478,10666,17.86,1.7
2024-01,Kerala,Kozhikode,BSNL,136153,5996,10.93,3.52
2024-01,Kerala,Kozhikode,MTNL,59917,1159,4.81,0.74
2024-01,Kerala,Thrissur,Jio,641958,22976,35.12,2.58
2024-01,Kerala,Thrissur,Airtel,549100,23160,30.04,1.98
2024-01,Kerala,Thrissur,Vi,314764,12582,17.22,1.97
2024-01,Kerala,Thrissur,BSNL,208928,6689,11.43,1.18
2024-01,Kerala,Thrissur,MTNL,113146,1990,6.19,2.88
2024-01,Kerala,Kollam,Jio,314697,15659,36.25,1.4
2024-01,Kerala,Kollam,Airtel,276673,7211,31.87,3.2
2024-01,Kerala,Kollam,Vi,144543,4218,16.65,-0.55
2024-01,Kerala,Kollam,BSNL,93237,1544,10.74,2.34
2024-01,Kerala,Kollam,MTNL,38979,1319,4.49,-1.9
2024-01,Kerala,Palakkad,Jio,837938,38184,36.28,-0.22
2024-01,Kerala,Palakkad,Airtel,692661,10676,29.99,1.65
2024-01,Kerala,Palakkad,Vi,393793,9622,17.05,0.92
2024-01,Kerala,Palakkad,BSNL,252212,8919,10.92,0.15
2024-01,Kerala,Palakkad,MTNL,133035,6251,5.76,0.1
2024-01,Kerala,Alappuzha,Jio,289716,12899,37.4,1.7
2024-01,Kerala,Alappuzha,Airtel,230611,8980,29.77,2.01
2024-01,Kerala,Alappuzha,Vi,128590,5646,16.6,-1.98
2024-01,Kerala,Alappuzha,BSNL,96520,2420,12.46,0.77
2024-01,Kerala,Alappuzha,MTNL,29204,930,3.77,3.63
2024-01,Kerala,Malappuram,Jio,248761,5895,34.38,-1.6
2024-01,Kerala,Malappuram,Airtel,223654,10550,30.91,0.68
2024-01,Kerala,Malappuram,Vi,121052,3130,16.73,1.21
2024-01,Kerala,Malappuram,BSNL,90228,1286,12.47,-0.49
2024-01,Kerala,Malappuram,MTNL,39868,1415,5.51,-1.85
2024-01,Kerala,Kannur,Jio,482655,6326,35.5,-0.12
2024-01,Kerala,Kannur,Airtel,426232,13099,31.35,3.35
2024-01,Kerala,Kannur,Vi,206930,4822,15.22,2.7
2024-01,Kerala,Kannur,BSNL,156353,6055,11.5,-0.5
2024-01,Kerala,Kannur,MTNL,87285,2062,6.42,-1.26
2024-01,Kerala,Kasaragod,Jio,554351,5800,36.37,0.0
2024-01,Kerala,Kasaragod,Airtel,477074,6336,31.3,2.58
2024-01,Kerala,Kasaragod,Vi,261095,6102,17.13,1.78
2024-01,Kerala,Kasaragod,BSNL,173301,4134,11.37,2.67
2024-01,Kerala,Kasaragod,MTNL,58376,2658,3.83,2.94
2024-01,Madhya Pradesh,Bhopal,Jio,720155,29728,35.75,1.29
2024-01,Madhya Pradesh,Bhopal,Airtel,598686,20319,29.72,-0.91
2024-01,Madhya Pradesh,Bhopal,Vi,353531,4367,17.55,2.14
2024-01,Madhya Pradesh,Bhopal,BSNL,233068,10242,11.57,0.18
2024-01,Madhya Pradesh,Bhopal,MTNL,108980,3482,5.41,-0.5
2024-01,Madhya Pradesh,Indore,Jio,474257,8587,37.48,0.09
2024-01,Madhya Pradesh,Indore,Airtel,384416,10190,30.38,0.42
2024-01,Madhya Pradesh,Indore,Vi,209543,4001,16.56,2.98
2024-01,Madhya Pradesh,Indore,BSNL,128434,3482,10.15,1.48
2024-01,Madhya Pradesh,Indore,MTNL,68835,2378,5.44,1.45
2024-01,Madhya Pradesh,Jabalpur,Jio,594738,17364,38.1,3.45
2024-01,Madhya Pradesh,Jabalpur,Airtel,476415,17150,30.52,1.85
2024-01,Madhya Pradesh,Jabalpur,Vi,265993,4337,17.04,0.4
2024-01,Madhya Pradesh,Jabalpur,BSNL,163435,4254,10.47,2.59
2024-01,Madhya Pradesh,Jabalpur,MTNL,60410,937,3.87,1.0
2024-01,Madhya Pradesh,Gwalior,Jio,566436,26789,36.25,3.69
2024-01,Madhya Pradesh,Gwalior,Airtel,450492,8830,28.83,-1.67
2024-01,Madhya Pradesh,Gwalior,Vi,266420,10026,17.05,1.11
2024-01,Madhya Pradesh,Gwalior,BSNL,187197,4323,11.98,1.95
2024-01,Madhya Pradesh,Gwalior,MTNL,92036,1148,5.89,-2.19
2024-01,Madhya Pradesh,Ujjain,Jio,378349,11536,36.76,2.91
2024-01,Madhya Pradesh,Ujjain,Airtel,321741,11635,31.26,-1.02
2024-01,Madhya Pradesh,Ujjain,Vi,171266,7525,16.64,3.72
2024-01,Madhya Pradesh,Ujjain,BSNL,121759,2576,11.83,-1.15
2024-01,Madhya Pradesh,Ujjain,MTNL,36126,850,3.51,-2.09
2024-01,Madhya Pradesh,Sagar,Jio,710622,30831,38.35,-1.0
2024-01,Madhya Pradesh,Sagar,Airtel,547744,16261,29.56,-2.29
2024-01,Madhya Pradesh,Sagar,Vi,279801,12811,15.1,-1.39
2024-01,Madhya Pradesh,Sagar,BSNL,230697,5026,12.45,0.62
2024-01,Madhya Pradesh,Sagar,MTNL,83940,1750,4.53,-2.24
